StartLine	EndLine	Event	SelectedFields
241198	241214	C1 LIFECYCLE START	ElapsedMs=537678.311 | Actor=PC_Hero | Generation=462 | Status=CANDIDATE | PhysicalCollisionChanged=0
241215	241228	C1-O2 OUTER BINDING	ElapsedMs=537678.344 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=462 | Status=CANDIDATE | PhysicalCollisionChanged=0
241229	241253	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=537678.355 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
241254	241278	PRIMARYFIRST StopMotion	ElapsedMs=537678.393
241279	241312	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=537678.417 | Actor=PC_Hero
241313	241337	PRIMARYFIRST PlayMotion	ElapsedMs=537678.416
241338	241348	C1 LIFECYCLE STATUS	ElapsedMs=537678.512 | Event=PERSISTED | Actor=PC_Hero | Generation=462 | Status=PERSISTED | PhysicalCollisionChanged=0
241349	241373	MARKER OWNERSHIP DECISION	ElapsedMs=537678.527 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_None_Staff_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
241374	241388	G3AB_COL_RIGHT RECEIVED	ElapsedMs=537963.334 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_None_Staff_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
241389	241405	C1 OFFENSE REQUEST	ElapsedMs=537963.365 | Actor=PC_Hero | Generation=462 | Status=PERSISTED | Source=Wrestling Staff_BBM | SourceAddress=E27AF610 | ActualGroup=7 | PhysicalCollisionChanged=0
241406	241432	ENGINE SetCollisionGroup	ElapsedMs=537963.394 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=1 | PlayerAniPhase=1 | PlayerStateTime=0.294231 | PlayerCurrentMovementAni=Hero_Stand_None_Staff_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
241433	241452	C1-O2-P1 OFFENSE SCOPE	ElapsedMs=537963.418 | SourceAddress=E27AF610
241453	241513	OUTER_FRAME OFFENSE	ElapsedMs=537963.435 | Actor=PC_Hero | Source=Wrestling Staff_BBM | SourceAddress=E27AF610 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | MarkerAction=ACCEPTED | SetCollisionGroupAction=REQUESTED_ITEM_ATTACK | CurrentAction=1 | CurrentStateTime=0.294231
241514	241536	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=538253.346 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentMovementAni=Hero_Stand_None_Staff_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
241537	241560	HIT STARTRECOVER BEGIN STACK	ElapsedMs=538253.397 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentStateTime=0.572237 | CurrentMovementAni=Hero_Stand_None_Staff_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
241561	241585	PRIMARYFIRST StopMotion	ElapsedMs=538253.449
241586	241612	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=538253.478 | Actor=PC_Hero
241613	241637	PRIMARYFIRST PlayMotion	ElapsedMs=538253.477
241638	241660	COMBATMOVE STARTRECOVER END	ElapsedMs=538253.543 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Stand_None_Staff_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
