StartLine	EndLine	Event	SelectedFields
87841	87870	OUTER_FRAME CLEANUP	ElapsedMs=250440.018 | Actor=PC_Hero | Source=It_1H_Sword_Rust_01 | SourceAddress=E6E71210 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=5 | CurrentStateTime=0.409943
87871	87910	AISETSTATE CALLSITE	ElapsedMs=250537.600 | Actor=PC_Hero | CurrentAction=5 | CurrentAniPhase=3 | CurrentStateTime=0.516899 | CurrentMovementAni=Hero_Stand_Torch_1H_P0_QuickAttackL_Recover_N_Fwd_00_%_00_P0_0_L.xmot
87911	87935	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=250537.676 | Actor=PC_Hero | CurrentAction=5 | CurrentStateTime=0.516899
87936	87978	C1 FINALIZATION	ElapsedMs=250537.703 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=96 | Status=PERSISTED | PhysicalCollisionChanged=0
87979	88003	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=250537.740 | Actor=PC_Hero | CurrentAction=5 | CurrentStateTime=0.000000
88004	88043	AISETSTATE CALLSITE	ElapsedMs=250537.788 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=3 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_Torch_1H_P0_QuickAttackL_Recover_N_Fwd_00_%_00_P0_0_L.xmot
88044	88068	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=250537.829 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
88069	88093	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=250537.849 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
88094	88115	C1 LIFECYCLE START	ElapsedMs=250549.075 | Actor=PC_Hero | Generation=97 | Status=CANDIDATE | PhysicalCollisionChanged=0
88116	88129	C1-O2 OUTER BINDING	ElapsedMs=250549.114 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=97 | Status=CANDIDATE | PhysicalCollisionChanged=0
88130	88154	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=250549.125 | Actor=PC_Hero | CurrentAction=4 | CurrentStateTime=0.000000
88155	88179	PRIMARYFIRST StopMotion	ElapsedMs=250549.164
88180	88212	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=250549.189 | Actor=PC_Hero
88213	88237	PRIMARYFIRST PlayMotion	ElapsedMs=250549.188
88238	88248	C1 LIFECYCLE STATUS	ElapsedMs=250549.286 | Event=PERSISTED | Actor=PC_Hero | Generation=97 | Status=PERSISTED | PhysicalCollisionChanged=0
88249	88277	MARKER OWNERSHIP DECISION	ElapsedMs=250549.303 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_Torch_1H_P0_QuickAttackR_Hit_N_Fwd_00_%_00_P0_100_R.xmot
88278	88294	C1 OFFENSE REQUEST	ElapsedMs=250655.725 | Actor=PC_Hero | Generation=97 | Status=PERSISTED | Source=It_1H_Sword_Rust_01 | SourceAddress=E6E71210 | ActualGroup=7 | PhysicalCollisionChanged=0
88295	88321	ENGINE SetCollisionGroup	ElapsedMs=250655.755 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=4 | PlayerAniPhase=1 | PlayerStateTime=0.108020 | PlayerCurrentMovementAni=Hero_Stand_Torch_1H_P0_QuickAttackR_Hit_N_Fwd_00_%_00_P0_100_R.xmot
88322	88341	C1-O2-P1 OFFENSE SCOPE	ElapsedMs=250655.784 | SourceAddress=E6E71210
88342	88371	OUTER_FRAME OFFENSE	ElapsedMs=250655.800 | Actor=PC_Hero | Source=It_1H_Sword_Rust_01 | SourceAddress=E6E71210 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | CurrentAction=4 | CurrentStateTime=0.108020
