StartLine	EndLine	Event	SelectedFields
199343	199367	MARKER OWNERSHIP DECISION	ElapsedMs=480266.930 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_None_1H_P1_Attack_Hit_N_Fwd_00_%_00_P2_119_L.xmot
199368	199384	C1 OFFENSE REQUEST	ElapsedMs=480515.429 | Actor=PC_Hero | Generation=334 | Status=PERSISTED | Source=It_1H_Sword_Rust_01 | SourceAddress=E6E7FA10 | ActualGroup=7 | PhysicalCollisionChanged=0
199385	199411	ENGINE SetCollisionGroup	ElapsedMs=480515.462 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=1 | PlayerAniPhase=1 | PlayerStateTime=0.250042 | PlayerCurrentMovementAni=Hero_Stand_None_1H_P1_Attack_Hit_N_Fwd_00_%_00_P2_119_L.xmot
199412	199431	C1-O2-P1 OFFENSE SCOPE	ElapsedMs=480515.486 | SourceAddress=E6E7FA10
199432	199461	OUTER_FRAME OFFENSE	ElapsedMs=480515.501 | Actor=PC_Hero | Source=It_1H_Sword_Rust_01 | SourceAddress=E6E7FA10 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | CurrentAction=1 | CurrentStateTime=0.250042
199462	199486	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=480666.616 | Actor=Golem | CurrentAction=26 | CurrentStateTime=0.000000
199487	199509	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=480807.074 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentMovementAni=Hero_Stand_None_1H_P1_Attack_Hit_N_Fwd_00_%_00_P2_119_L.xmot
199510	199533	HIT STARTRECOVER BEGIN STACK	ElapsedMs=480807.128 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentStateTime=0.542037 | CurrentMovementAni=Hero_Stand_None_1H_P1_Attack_Hit_N_Fwd_00_%_00_P2_119_L.xmot
199534	199558	PRIMARYFIRST StopMotion	ElapsedMs=480807.181
199559	199585	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=480807.206 | Actor=PC_Hero
199586	199610	PRIMARYFIRST PlayMotion	ElapsedMs=480807.205
199611	199633	COMBATMOVE STARTRECOVER END	ElapsedMs=480807.276 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Stand_None_1H_P1_Attack_Hit_N_Fwd_00_%_00_P2_119_L.xmot
199634	199650	C1 CLEANUP FULFILLED	ElapsedMs=480807.334 | Actor=PC_Hero | Generation=334 | Status=PERSISTED | Source=It_1H_Sword_Rust_01 | SourceAddress=E6E7FA10 | ActualGroup=5 | PhysicalCollisionChanged=0
199651	199677	ENGINE SetCollisionGroup	ElapsedMs=480807.349 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=1 | PlayerAniPhase=3 | PlayerStateTime=0.542037 | PlayerCurrentMovementAni=Hero_Stand_None_1H_P1_Attack_Hit_N_Fwd_00_%_00_P2_119_L.xmot
199678	199698	NATIVE CLEANUP CALL SITE	ElapsedMs=480807.368 | Source=It_1H_Sword_Rust_01 | SourceAddress=E6E7FA10 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
199699	199728	OUTER_FRAME CLEANUP	ElapsedMs=480807.389 | Actor=PC_Hero | Source=It_1H_Sword_Rust_01 | SourceAddress=E6E7FA10 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=1 | CurrentStateTime=0.542037
199729	199769	AISETSTATE CALLSITE	ElapsedMs=480807.421 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentStateTime=0.542037 | CurrentMovementAni=Hero_Stand_None_1H_P1_Attack_Hit_N_Fwd_00_%_00_P2_119_L.xmot
199770	199794	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=480807.462 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.542037
199795	199821	C1 FINALIZATION	ElapsedMs=480807.484 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=334 | Status=PERSISTED | PhysicalCollisionChanged=0
199822	199846	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=480807.508 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
199847	199873	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=481488.781 | Actor=PC_Hero
199874	199898	PRIMARYFIRST PlayMotion	ElapsedMs=481488.779
199899	199923	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=481609.219 | Actor=Golem | CurrentAction=1 | CurrentStateTime=0.000000
199924	199963	AISETSTATE CALLSITE	ElapsedMs=481627.066 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.804897 | CurrentMovementAni=Hero_Stand_None_1H_P2_Ambient_Loop_N_Fwd_01_%_01_P2_0.xmot
199964	199988	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=481627.131 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.804897
199989	200013	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=481627.152 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
200014	200030	C1 LIFECYCLE START	ElapsedMs=481636.969 | Actor=PC_Hero | Generation=337 | Status=CANDIDATE | PhysicalCollisionChanged=0
