StartLine	EndLine	Event	SelectedFields
155336	155357	C1 LIFECYCLE START	ElapsedMs=378958.231 | Actor=PC_Hero | Generation=231 | Status=CANDIDATE | PhysicalCollisionChanged=0
155358	155371	C1-O2 OUTER BINDING	ElapsedMs=378958.270 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=231 | Status=CANDIDATE | PhysicalCollisionChanged=0
155372	155396	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=378958.282 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
155397	155421	PRIMARYFIRST StopMotion	ElapsedMs=378958.320
155422	155455	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=378958.345 | Actor=PC_Hero
155456	155480	PRIMARYFIRST PlayMotion	ElapsedMs=378958.344
155481	155491	C1 LIFECYCLE STATUS	ElapsedMs=378958.447 | Event=PERSISTED | Actor=PC_Hero | Generation=231 | Status=PERSISTED | PhysicalCollisionChanged=0
155492	155520	MARKER OWNERSHIP DECISION	ElapsedMs=378958.464 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_1H_1H_P1_Attack_Hit_N_Right_00_%_00_P31_90_R.xmot
155521	155547	ENGINE SetCollisionGroup	ElapsedMs=379039.512 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=1 | PlayerAniPhase=1 | PlayerStateTime=0.085986 | PlayerCurrentMovementAni=Hero_Stand_1H_1H_P1_Attack_Hit_N_Right_00_%_00_P31_90_R.xmot
155548	155592	AIFULLSTOP CALLSITE	ElapsedMs=379054.360 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentStateTime=0.108005 | CurrentMovementAni=Hero_Stand_1H_1H_P1_Attack_Hit_N_Right_00_%_00_P31_90_R.xmot
155593	155630	COMBATMOVE FULLSTOP STACK	ElapsedMs=379054.433 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentStateTime=0.108005 | CurrentMovementAni=Hero_Stand_1H_1H_P1_Attack_Hit_N_Right_00_%_00_P31_90_R.xmot
155631	155652	C1 LIFECYCLE START	ElapsedMs=379074.905 | Actor=PC_Hero | Generation=232 | Status=CANDIDATE | PhysicalCollisionChanged=0
155653	155666	C1-O2 OUTER BINDING	ElapsedMs=379074.938 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=232 | Status=CANDIDATE | PhysicalCollisionChanged=0
155667	155691	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=379074.949 | Actor=PC_Hero | CurrentAction=25 | CurrentStateTime=0.000000
155692	155716	PRIMARYFIRST StopMotion	ElapsedMs=379075.006
155717	155749	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=379075.032 | Actor=PC_Hero
155750	155774	PRIMARYFIRST PlayMotion	ElapsedMs=379075.031
155775	155785	C1 LIFECYCLE STATUS	ElapsedMs=379075.249 | Event=PERSISTED | Actor=PC_Hero | Generation=232 | Status=PERSISTED | PhysicalCollisionChanged=0
155786	155810	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=379225.542 | Actor=ReddockOrcScout02 | CurrentAction=1 | CurrentStateTime=0.000000
155811	155835	MARKER OWNERSHIP DECISION	ElapsedMs=379225.633 | Actor=ReddockOrcScout02 | CurrentMovementAni=Orc_Stand_None_2H_P0_Attack_Hit_N_Fwd_00_%_00_P1_140_R.xmot
155836	155880	AIFULLSTOP CALLSITE	ElapsedMs=379356.826 | Actor=PC_Hero | CurrentAction=25 | CurrentAniPhase=1 | CurrentStateTime=0.302939 | CurrentMovementAni=Hero_Stand_1H_1H_P1_StumbleR_Hit_N_Back_00_%_00_P10_90.xmot
155881	155918	COMBATMOVE FULLSTOP STACK	ElapsedMs=379356.904 | Actor=PC_Hero | CurrentAction=25 | CurrentAniPhase=1 | CurrentStateTime=0.302939 | CurrentMovementAni=Hero_Stand_1H_1H_P1_StumbleR_Hit_N_Back_00_%_00_P10_90.xmot
155919	155932	C1-O2 OUTER BINDING	ElapsedMs=379369.319 | Event=COMBAT_MOVE_REUSED | Actor=PC_Hero | Generation=232 | Status=PERSISTED | PhysicalCollisionChanged=0
155933	155957	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=379369.343 | Actor=PC_Hero | CurrentAction=25 | CurrentStateTime=0.000000
155958	155982	PRIMARYFIRST StopMotion	ElapsedMs=379369.381
155983	156015	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=379369.409 | Actor=PC_Hero
156016	156040	PRIMARYFIRST PlayMotion	ElapsedMs=379369.408
156041	156067	ENGINE SetCollisionGroup	ElapsedMs=379394.659 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=25 | PlayerAniPhase=1 | PlayerStateTime=0.040991 | PlayerCurrentMovementAni=Hero_Stand_1H_1H_P0_StumbleR_Hit_N_Back_00_%_00_P0_90.xmot
156068	156094	ENGINE SetCollisionGroup	ElapsedMs=379480.577 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=25 | PlayerAniPhase=1 | PlayerStateTime=0.127005 | PlayerCurrentMovementAni=Hero_Stand_1H_1H_P0_StumbleR_Hit_N_Back_00_%_00_P0_90.xmot
156095	156120	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=379678.685 | Actor=PC_Hero | CurrentAction=25 | CurrentAniPhase=1 | CurrentMovementAni=Hero_Stand_1H_1H_P0_StumbleR_Hit_N_Back_00_%_00_P0_90.xmot
156121	156145	PRIMARYFIRST StopMotion	ElapsedMs=379678.765
156146	156172	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=379678.794 | Actor=PC_Hero
156173	156197	PRIMARYFIRST PlayMotion	ElapsedMs=379678.793
156198	156223	COMBATMOVE STARTRECOVER END	ElapsedMs=379678.866 | Actor=PC_Hero | CurrentAction=25 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Stand_1H_1H_P0_StumbleR_Hit_N_Back_00_%_00_P0_90.xmot
156224	156263	AISETSTATE CALLSITE	ElapsedMs=379678.929 | Actor=PC_Hero | CurrentAction=25 | CurrentAniPhase=3 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_1H_1H_P0_StumbleR_Hit_N_Back_00_%_00_P0_90.xmot
156264	156288	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=379678.970 | Actor=PC_Hero | CurrentAction=25 | CurrentStateTime=0.000000
156289	156331	C1 FINALIZATION	ElapsedMs=379678.993 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=232 | Status=PERSISTED | PhysicalCollisionChanged=0
156332	156356	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=379679.029 | Actor=PC_Hero | CurrentAction=25 | CurrentStateTime=0.000000
156357	156381	PRIMARYFIRST StopMotion	ElapsedMs=379716.536
156382	156406	PRIMARYFIRST StopMotion	ElapsedMs=379716.595
156407	156433	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=379716.622 | Actor=PC_Hero
156434	156458	PRIMARYFIRST PlayMotion	ElapsedMs=379716.621
156459	156483	PRIMARYFIRST StopMotion	ElapsedMs=379902.684
156484	156510	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=379902.742 | Actor=PC_Hero
156511	156535	PRIMARYFIRST PlayMotion	ElapsedMs=379902.740
156536	156562	ENGINE SetCollisionGroup	ElapsedMs=379916.074 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=0 | PlayerAniPhase=8 | PlayerStateTime=0.222988 | PlayerCurrentMovementAni=Hero_Stand_1H_1H_P0_Move_Walk_N_Fwd_00_%_00_P0_160.xmot
156563	156602	AISETSTATE CALLSITE	ElapsedMs=380065.246 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=8 | CurrentStateTime=0.369987 | CurrentMovementAni=Hero_Stand_1H_1H_P0_Move_Walk_N_Fwd_00_%_00_P0_160.xmot
156603	156627	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=380065.409 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.369987
156628	156652	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=380065.432 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
156653	156674	C1 LIFECYCLE START	ElapsedMs=380077.294 | Actor=PC_Hero | Generation=234 | Status=CANDIDATE | PhysicalCollisionChanged=0
156675	156688	C1-O2 OUTER BINDING	ElapsedMs=380077.337 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=234 | Status=CANDIDATE | PhysicalCollisionChanged=0
156689	156713	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=380077.349 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
156714	156738	PRIMARYFIRST StopMotion	ElapsedMs=380077.385
156739	156772	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=380077.410 | Actor=PC_Hero
156773	156797	PRIMARYFIRST PlayMotion	ElapsedMs=380077.409
156798	156808	C1 LIFECYCLE STATUS	ElapsedMs=380077.512 | Event=PERSISTED | Actor=PC_Hero | Generation=234 | Status=PERSISTED | PhysicalCollisionChanged=0
156809	156837	MARKER OWNERSHIP DECISION	ElapsedMs=380077.529 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_1H_1H_P0_Attack_Hit_N_Fwd_00_%_00_P1_118_R.xmot
156838	156856	G3AB_COL_LEFT RECEIVED	ElapsedMs=380338.139 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_1H_1H_P0_Attack_Hit_N_Fwd_00_%_00_P1_118_R.xmot
156857	156873	C1 OFFENSE REQUEST	ElapsedMs=380338.174 | Actor=PC_Hero | Generation=234 | Status=PERSISTED | Source=It_1H_Sword_Rust_01 | SourceAddress=E6E61E10 | ActualGroup=7 | PhysicalCollisionChanged=0
156874	156900	ENGINE SetCollisionGroup	ElapsedMs=380338.205 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=1 | PlayerAniPhase=1 | PlayerStateTime=0.271968 | PlayerCurrentMovementAni=Hero_Stand_1H_1H_P0_Attack_Hit_N_Fwd_00_%_00_P1_118_R.xmot
