StartLine	EndLine	Event	SelectedFields
134231	134251	NATIVE CLEANUP CALL SITE	ElapsedMs=360911.038 | Source=It_1H_Sword_Rust_01 | SourceAddress=E6E61E10 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
134252	134281	OUTER_FRAME CLEANUP	ElapsedMs=360911.058 | Actor=PC_Hero | Source=It_1H_Sword_Rust_01 | SourceAddress=E6E61E10 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=2 | CurrentStateTime=1.302927
134282	134321	AISETSTATE CALLSITE	ElapsedMs=360911.083 | Actor=PC_Hero | CurrentAction=2 | CurrentAniPhase=3 | CurrentStateTime=1.302927 | CurrentMovementAni=Hero_Stand_1H_1H_P0_PowerAttack_Hit_N_Fwd_00_%_00_P0_180_R.xmot
134322	134346	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=360911.119 | Actor=PC_Hero | CurrentAction=2 | CurrentStateTime=1.302927
134347	134389	C1 FINALIZATION	ElapsedMs=360911.141 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=164 | Status=PERSISTED | PhysicalCollisionChanged=0
134390	134414	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=360911.172 | Actor=PC_Hero | CurrentAction=2 | CurrentStateTime=0.000000
134415	134439	PRIMARYFIRST StopMotion	ElapsedMs=360922.409
134440	134464	PRIMARYFIRST StopMotion	ElapsedMs=360922.465
134465	134491	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=360922.491 | Actor=PC_Hero
134492	134516	PRIMARYFIRST PlayMotion	ElapsedMs=360922.491
134517	134561	AIFULLSTOP CALLSITE	ElapsedMs=360923.026 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=12 | CurrentStateTime=0.012009 | CurrentMovementAni=Hero_Stand_1H_1H_P0_Move_Stand_N_Fwd_00_%_00_P0_0.xmot
134562	134583	C1 LIFECYCLE START	ElapsedMs=360936.701 | Actor=PC_Hero | Generation=170 | Status=CANDIDATE | PhysicalCollisionChanged=0
134584	134597	C1-O2 OUTER BINDING	ElapsedMs=360936.734 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=170 | Status=CANDIDATE | PhysicalCollisionChanged=0
134598	134622	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=360936.745 | Actor=PC_Hero | CurrentAction=26 | CurrentStateTime=0.000000
134623	134647	PRIMARYFIRST StopMotion	ElapsedMs=360936.780
134648	134680	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=360936.803 | Actor=PC_Hero
134681	134705	PRIMARYFIRST PlayMotion	ElapsedMs=360936.802
134706	134716	C1 LIFECYCLE STATUS	ElapsedMs=360936.892 | Event=PERSISTED | Actor=PC_Hero | Generation=170 | Status=PERSISTED | PhysicalCollisionChanged=0
134717	134743	ENGINE SetCollisionGroup	ElapsedMs=361170.400 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=26 | PlayerAniPhase=1 | PlayerStateTime=0.239981 | PlayerCurrentMovementAni=Hero_Stand_1H_1H_P0_StumbleR_Hit_N_Fwd_00_%_00_P1_100.xmot
134744	134768	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=361231.499 | Actor=ReddockOrcWarrior01 | CurrentAction=1 | CurrentStateTime=0.000000
134769	134793	MARKER OWNERSHIP DECISION	ElapsedMs=361231.589 | Actor=ReddockOrcWarrior01 | CurrentMovementAni=Orc_Stand_None_2H_P0_Attack_Hit_N_Fwd_00_%_00_P1_140_R.xmot
134794	134819	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=361248.618 | Actor=PC_Hero | CurrentAction=26 | CurrentAniPhase=1 | CurrentMovementAni=Hero_Stand_1H_1H_P0_StumbleR_Hit_N_Fwd_00_%_00_P1_100.xmot
134820	134844	PRIMARYFIRST StopMotion	ElapsedMs=361248.685
134845	134871	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=361248.715 | Actor=PC_Hero
134872	134896	PRIMARYFIRST PlayMotion	ElapsedMs=361248.713
134897	134922	COMBATMOVE STARTRECOVER END	ElapsedMs=361248.790 | Actor=PC_Hero | CurrentAction=26 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Stand_1H_1H_P0_StumbleR_Hit_N_Fwd_00_%_00_P1_100.xmot
134923	134962	AISETSTATE CALLSITE	ElapsedMs=361248.853 | Actor=PC_Hero | CurrentAction=26 | CurrentAniPhase=3 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_1H_1H_P0_StumbleR_Hit_N_Fwd_00_%_00_P1_100.xmot
