StartLine	EndLine	Event	SelectedFields
22106	22139	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=111306.348 | Actor=PC_Hero
22140	22164	PRIMARYFIRST PlayMotion	ElapsedMs=111306.347
22165	22175	C1 LIFECYCLE STATUS	ElapsedMs=111306.495 | Event=PERSISTED | Actor=PC_Hero | Generation=26 | Status=PERSISTED | PhysicalCollisionChanged=0
22176	22200	MARKER OWNERSHIP DECISION	ElapsedMs=111306.513 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_None_Staff_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
22201	22215	G3AB_COL_RIGHT RECEIVED	ElapsedMs=111582.371 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_None_Staff_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
22216	22232	C1 OFFENSE REQUEST	ElapsedMs=111582.403 | Actor=PC_Hero | Generation=26 | Status=PERSISTED | Source=Wrestling Staff_BBM | SourceAddress=E69F4810 | ActualGroup=7 | PhysicalCollisionChanged=0
22233	22259	ENGINE SetCollisionGroup	ElapsedMs=111582.433 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=1 | PlayerAniPhase=1 | PlayerStateTime=0.285987 | PlayerCurrentMovementAni=Hero_Stand_None_Staff_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
22260	22279	C1-O2-P1 OFFENSE SCOPE	ElapsedMs=111582.505 | SourceAddress=E69F4810
22280	22340	OUTER_FRAME OFFENSE	ElapsedMs=111582.524 | Actor=PC_Hero | Source=Wrestling Staff_BBM | SourceAddress=E69F4810 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | MarkerAction=ACCEPTED | SetCollisionGroupAction=REQUESTED_ITEM_ATTACK | CurrentAction=1 | CurrentStateTime=0.285987
22341	22363	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=111887.416 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentMovementAni=Hero_Stand_None_Staff_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
22364	22387	HIT STARTRECOVER BEGIN STACK	ElapsedMs=111887.464 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentStateTime=0.572976 | CurrentMovementAni=Hero_Stand_None_Staff_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
22388	22412	PRIMARYFIRST StopMotion	ElapsedMs=111887.564
22413	22439	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=111887.591 | Actor=PC_Hero
22440	22464	PRIMARYFIRST PlayMotion	ElapsedMs=111887.590
22465	22487	COMBATMOVE STARTRECOVER END	ElapsedMs=111887.652 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Stand_None_Staff_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
22488	22504	C1 CLEANUP FULFILLED	ElapsedMs=111887.741 | Actor=PC_Hero | Generation=26 | Status=PERSISTED | Source=Wrestling Staff_BBM | SourceAddress=E69F4810 | ActualGroup=5 | PhysicalCollisionChanged=0
22505	22531	ENGINE SetCollisionGroup	ElapsedMs=111887.755 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=1 | PlayerAniPhase=3 | PlayerStateTime=0.572976 | PlayerCurrentMovementAni=Hero_Stand_None_Staff_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
22532	22552	NATIVE CLEANUP CALL SITE	ElapsedMs=111887.772 | Source=Wrestling Staff_BBM | SourceAddress=E69F4810 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
22553	22582	OUTER_FRAME CLEANUP	ElapsedMs=111887.794 | Actor=PC_Hero | Source=Wrestling Staff_BBM | SourceAddress=E69F4810 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=1 | CurrentStateTime=0.572976
22583	22623	AISETSTATE CALLSITE	ElapsedMs=111887.823 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentStateTime=0.572976 | CurrentMovementAni=Hero_Stand_None_Staff_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
22624	22648	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=111887.860 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.572976
22649	22675	C1 FINALIZATION	ElapsedMs=111887.882 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=26 | Status=PERSISTED | PhysicalCollisionChanged=0
