StartLine	EndLine	Event	SelectedFields
62	104	AIFULLSTOP CALLSITE	ElapsedMs=20305.197 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.000000 | CurrentMovementAni=
105	131	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=20328.341 | Actor=PC_Hero
132	156	PRIMARYFIRST PlayMotion	ElapsedMs=20328.339
157	196	AISETSTATE CALLSITE	ElapsedMs=20328.865 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_None_P0_Ambient_Loop_N_Fwd_00_%_02_P0_0.xmot
197	221	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=20328.947 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
222	246	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=20328.970 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
247	271	PRIMARYFIRST StopMotion	ElapsedMs=23386.283
272	298	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=23386.323 | Actor=PC_Hero
299	323	PRIMARYFIRST PlayMotion	ElapsedMs=23386.322
324	348	PRIMARYFIRST StopMotion	ElapsedMs=23710.355
349	375	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=23710.396 | Actor=PC_Hero
376	400	PRIMARYFIRST PlayMotion	ElapsedMs=23710.396
401	440	AISETSTATE CALLSITE	ElapsedMs=24068.906 | Actor=PC_Hero | CurrentAction=68 | CurrentAniPhase=6 | CurrentStateTime=0.771506 | CurrentMovementAni=Hero_Stand_None_1H_P0_HoldRight_End_N_Fwd_00_%_00_P0_0.xmot
441	465	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=24069.027 | Actor=PC_Hero | CurrentAction=68 | CurrentStateTime=0.771506
466	490	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=24069.054 | Actor=PC_Hero | CurrentAction=68 | CurrentStateTime=0.000000
491	532	AISETSTATE CALLSITE	ElapsedMs=24886.670 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=6 | CurrentStateTime=0.812744 | CurrentMovementAni=Hero_Stand_None_1H_P0_HoldRight_End_N_Fwd_00_%_00_P0_0.xmot
533	557	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=24886.759 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.812744
558	582	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=24886.782 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
583	607	PRIMARYFIRST StopMotion	ElapsedMs=24891.913
608	634	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=24891.951 | Actor=PC_Hero
635	659	PRIMARYFIRST PlayMotion	ElapsedMs=24891.950
660	684	PRIMARYFIRST StopMotion	ElapsedMs=25290.690
685	711	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=25290.737 | Actor=PC_Hero
712	736	PRIMARYFIRST PlayMotion	ElapsedMs=25290.736
737	776	AISETSTATE CALLSITE	ElapsedMs=25652.069 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=4 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_1H_P0_HoldRight_Begin_N_Fwd_00_%_00_P0_0.xmot
777	801	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=25652.133 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
802	826	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=25652.155 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
827	866	AISETSTATE CALLSITE	ElapsedMs=27401.783 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=4 | CurrentStateTime=1.744528 | CurrentMovementAni=Hero_Stand_None_1H_P0_HoldRight_Begin_N_Fwd_00_%_00_P0_0.xmot
867	891	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=27401.910 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=1.744528
892	916	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=27401.955 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
917	956	AISETSTATE CALLSITE	ElapsedMs=27407.667 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=4 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_1H_P0_HoldRight_Begin_N_Fwd_00_%_00_P0_0.xmot
957	981	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=27407.750 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
982	1006	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=27407.875 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
1007	1031	PRIMARYFIRST StopMotion	ElapsedMs=28235.555
1032	1058	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=28235.593 | Actor=PC_Hero
1059	1083	PRIMARYFIRST PlayMotion	ElapsedMs=28235.591
1084	1108	PRIMARYFIRST StopMotion	ElapsedMs=28556.650
1109	1135	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=28556.691 | Actor=PC_Hero
1136	1160	PRIMARYFIRST PlayMotion	ElapsedMs=28556.690
1161	1200	AISETSTATE CALLSITE	ElapsedMs=28914.314 | Actor=PC_Hero | CurrentAction=68 | CurrentAniPhase=6 | CurrentStateTime=0.770297 | CurrentMovementAni=Hero_Stand_None_2H_P0_HoldRight_End_N_Fwd_00_%_00_P0_0.xmot
1201	1225	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=28914.383 | Actor=PC_Hero | CurrentAction=68 | CurrentStateTime=0.770297
1226	1250	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=28914.405 | Actor=PC_Hero | CurrentAction=68 | CurrentStateTime=0.000000
1251	1290	AISETSTATE CALLSITE	ElapsedMs=29773.086 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=6 | CurrentStateTime=0.848190 | CurrentMovementAni=Hero_Stand_None_2H_P0_HoldRight_End_N_Fwd_00_%_00_P0_0.xmot
1291	1315	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=29773.161 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.848190
1316	1340	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=29773.184 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
1341	1357	C1 LIFECYCLE START	ElapsedMs=29783.326 | Actor=PC_Hero | Generation=1 | Status=CANDIDATE | PhysicalCollisionChanged=0
1358	1382	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=29783.358 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
1383	1407	PRIMARYFIRST StopMotion	ElapsedMs=29790.601
1408	1438	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=29790.644 | Actor=PC_Hero
1439	1463	PRIMARYFIRST PlayMotion	ElapsedMs=29790.642
1464	1474	C1 LIFECYCLE STATUS	ElapsedMs=29790.790 | Event=PERSISTED | Actor=PC_Hero | Generation=1 | Status=PERSISTED | PhysicalCollisionChanged=0
1475	1491	C1 LIFECYCLE START	ElapsedMs=29944.915 | Actor=PC_Hero | Generation=2 | Status=CANDIDATE | PhysicalCollisionChanged=0
1492	1505	C1-O2 OUTER BINDING	ElapsedMs=29944.951 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=2 | Status=CANDIDATE | PhysicalCollisionChanged=0
1506	1530	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=29944.962 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.161948
1531	1555	PRIMARYFIRST StopMotion	ElapsedMs=29953.958
1556	1589	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=29953.999 | Actor=PC_Hero
1590	1614	PRIMARYFIRST PlayMotion	ElapsedMs=29953.998
1615	1625	C1 LIFECYCLE STATUS	ElapsedMs=29954.105 | Event=PERSISTED | Actor=PC_Hero | Generation=2 | Status=PERSISTED | PhysicalCollisionChanged=0
1626	1650	MARKER OWNERSHIP DECISION	ElapsedMs=29954.170 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_None_2H_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
1651	1665	G3AB_COL_RIGHT RECEIVED	ElapsedMs=30218.853 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_None_2H_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
1666	1682	C1 OFFENSE REQUEST	ElapsedMs=30218.884 | Actor=PC_Hero | Generation=2 | Status=PERSISTED | Source=It_2H_Sword_Flamberge | SourceAddress=E69F4810 | ActualGroup=7 | PhysicalCollisionChanged=0
1683	1709	ENGINE SetCollisionGroup	ElapsedMs=30218.917 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=1 | PlayerAniPhase=1 | PlayerStateTime=0.446507 | PlayerCurrentMovementAni=Hero_Stand_None_2H_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
1710	1729	C1-O2-P1 OFFENSE SCOPE	ElapsedMs=30218.941 | SourceAddress=E69F4810
1730	1790	OUTER_FRAME OFFENSE	ElapsedMs=30218.955 | Actor=PC_Hero | Source=It_2H_Sword_Flamberge | SourceAddress=E69F4810 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | MarkerAction=ACCEPTED | SetCollisionGroupAction=REQUESTED_ITEM_ATTACK | CurrentAction=1 | CurrentStateTime=0.446507
1791	1813	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=30431.300 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentMovementAni=Hero_Stand_None_2H_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
1814	1837	HIT STARTRECOVER BEGIN STACK	ElapsedMs=30431.354 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentStateTime=0.648489 | CurrentMovementAni=Hero_Stand_None_2H_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
1838	1862	PRIMARYFIRST StopMotion	ElapsedMs=30439.410
1863	1889	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=30439.452 | Actor=PC_Hero
1890	1914	PRIMARYFIRST PlayMotion	ElapsedMs=30439.451
