StartLine	EndLine	Event	SelectedFields
44084	44109	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=158824.662 | Actor=PC_Hero | CurrentAction=11 | CurrentAniPhase=1 | CurrentMovementAni=Hero_Parade_Shield_1H_P1_PierceAttack_Hit_N_Fwd_00_%_00_P0_100_F.xmot
44110	44133	HIT STARTRECOVER BEGIN STACK	ElapsedMs=158824.714 | Actor=PC_Hero | CurrentAction=11 | CurrentAniPhase=1 | CurrentStateTime=1.174923 | CurrentMovementAni=Hero_Parade_Shield_1H_P1_PierceAttack_Hit_N_Fwd_00_%_00_P0_100_F.xmot
44134	44158	PRIMARYFIRST StopMotion	ElapsedMs=158833.070
44159	44185	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=158833.112 | Actor=PC_Hero
44186	44210	PRIMARYFIRST PlayMotion	ElapsedMs=158833.111
44211	44236	COMBATMOVE STARTRECOVER END	ElapsedMs=158833.188 | Actor=PC_Hero | CurrentAction=11 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Parade_Shield_1H_P1_PierceAttack_Hit_N_Fwd_00_%_00_P0_100_F.xmot
44237	44253	C1 CLEANUP FULFILLED	ElapsedMs=158833.260 | Actor=PC_Hero | Generation=51 | Status=PERSISTED | Source=It_1H_Sword_Rust_01 | SourceAddress=E6AAB210 | ActualGroup=5 | PhysicalCollisionChanged=0
44254	44280	ENGINE SetCollisionGroup	ElapsedMs=158833.278 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=11 | PlayerAniPhase=3 | PlayerStateTime=1.174923 | PlayerCurrentMovementAni=Hero_Parade_Shield_1H_P1_PierceAttack_Hit_N_Fwd_00_%_00_P0_100_F.xmot
44281	44301	NATIVE CLEANUP CALL SITE	ElapsedMs=158833.296 | Source=It_1H_Sword_Rust_01 | SourceAddress=E6AAB210 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
44302	44331	OUTER_FRAME CLEANUP	ElapsedMs=158833.318 | Actor=PC_Hero | Source=It_1H_Sword_Rust_01 | SourceAddress=E6AAB210 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=11 | CurrentStateTime=1.174923
44332	44345	C1-O2 OUTER BINDING	ElapsedMs=158833.353 | Event=COMBAT_MOVE_REUSED | Actor=PC_Hero | Generation=51 | Status=PERSISTED | PhysicalCollisionChanged=0
44346	44370	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=158833.364 | Actor=PC_Hero | CurrentAction=11 | CurrentStateTime=1.174923
44371	44395	PRIMARYFIRST StopMotion	ElapsedMs=158833.399
44396	44427	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=158833.422 | Actor=PC_Hero
44428	44452	PRIMARYFIRST PlayMotion	ElapsedMs=158833.422
44453	44492	AISETSTATE CALLSITE	ElapsedMs=159394.921 | Actor=PC_Hero | CurrentAction=11 | CurrentAniPhase=3 | CurrentStateTime=1.744875 | CurrentMovementAni=Hero_Parade_Shield_1H_P0_PierceAttack_Recover_N_Fwd_00_%_00_P1_0_F.xmot
44493	44517	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=159394.994 | Actor=PC_Hero | CurrentAction=11 | CurrentStateTime=1.744875
44518	44560	C1 FINALIZATION	ElapsedMs=159395.023 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=51 | Status=PERSISTED | PhysicalCollisionChanged=0
44561	44585	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=159395.058 | Actor=PC_Hero | CurrentAction=11 | CurrentStateTime=0.000000
44586	44612	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=159407.394 | Actor=PC_Hero
44613	44637	PRIMARYFIRST PlayMotion	ElapsedMs=159407.392
44638	44664	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=159637.001 | Actor=PC_Hero
44665	44689	PRIMARYFIRST PlayMotion	ElapsedMs=159636.999
44690	44729	AISETSTATE CALLSITE	ElapsedMs=159873.015 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.466993 | CurrentMovementAni=Hero_Stand_Shield_1H_P1_Ambient_Loop_N_Fwd_00_%_00_P1_0.xmot
44730	44754	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=159873.084 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.466993
44755	44779	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=159873.105 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
44780	44801	C1 LIFECYCLE START	ElapsedMs=159886.008 | Actor=PC_Hero | Generation=52 | Status=CANDIDATE | PhysicalCollisionChanged=0
