StartLine	EndLine	Event	SelectedFields
176888	176913	COMBATMOVE STARTRECOVER END	ElapsedMs=402249.918 | Actor=PC_Hero | CurrentAction=26 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Stand_1H_1H_P0_StumbleR_Hit_N_Back_00_%_00_P0_90.xmot
176914	176953	AISETSTATE CALLSITE	ElapsedMs=402249.980 | Actor=PC_Hero | CurrentAction=26 | CurrentAniPhase=3 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_1H_1H_P0_StumbleR_Hit_N_Back_00_%_00_P0_90.xmot
176954	176978	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=402250.021 | Actor=PC_Hero | CurrentAction=26 | CurrentStateTime=0.000000
176979	177021	C1 FINALIZATION	ElapsedMs=402250.045 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=287 | Status=PERSISTED | PhysicalCollisionChanged=0
177022	177046	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=402250.080 | Actor=PC_Hero | CurrentAction=26 | CurrentStateTime=0.000000
177047	177073	ENGINE SetCollisionGroup	ElapsedMs=402335.615 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=0 | PlayerAniPhase=3 | PlayerStateTime=0.075999 | PlayerCurrentMovementAni=Hero_Stand_1H_1H_P0_StumbleR_Recover_N_Back_00_%_00_P0_0.xmot
177074	177113	AISETSTATE CALLSITE	ElapsedMs=402441.323 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=3 | CurrentStateTime=0.178998 | CurrentMovementAni=Hero_Stand_1H_1H_P0_StumbleR_Recover_N_Back_00_%_00_P0_0.xmot
177114	177138	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=402441.396 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.178998
177139	177163	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=402441.421 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
177164	177203	AISETSTATE CALLSITE	ElapsedMs=402453.316 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=3 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_1H_1H_P0_StumbleR_Recover_N_Back_00_%_00_P0_0.xmot
177204	177228	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=402453.382 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
177229	177253	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=402453.407 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
177254	177293	AISETSTATE CALLSITE	ElapsedMs=402478.493 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=3 | CurrentStateTime=0.012000 | CurrentMovementAni=Hero_Stand_1H_1H_P0_StumbleR_Recover_N_Back_00_%_00_P0_0.xmot
177294	177318	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=402478.561 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.012000
177319	177343	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=402478.582 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
177344	177365	C1 LIFECYCLE START	ElapsedMs=402490.410 | Actor=PC_Hero | Generation=288 | Status=CANDIDATE | PhysicalCollisionChanged=0
