Line	Event	Signal	Text
28095	HIT STARTRECOVER BEGIN STACK	EXTRA_01	OutgoingPrimaryMotionName: Hero_SitKnockDown_None_2H_P0_GetUpAttack_Hit_N_Fwd_00_%_00_P1_100_R.xmot
28099	HIT STARTRECOVER BEGIN STACK	EXTRA_01	CurrentMovementAni: Hero_SitKnockDown_None_2H_P0_GetUpAttack_Hit_N_Fwd_00_%_00_P1_100_R.xmot
28146	EMPTY-PRIMARY SUCCESSOR STACK	EXTRA_01	SuccessorPrimaryMotionNameAfterOriginal: Hero_SitKnockDown_None_2H_P1_GetUpAttack_Recover_N_Fwd_00_%_00_P1_0_R.xmot
28153	EMPTY-PRIMARY SUCCESSOR STACK	EXTRA_01	CurrentMovementAniBeforeOriginal: Hero_SitKnockDown_None_2H_P0_GetUpAttack_Hit_N_Fwd_00_%_00_P1_100_R.xmot
28184	PRIMARYFIRST PlayMotion	EXTRA_01	PrimaryMotionName: Hero_SitKnockDown_None_2H_P1_GetUpAttack_Recover_N_Fwd_00_%_00_P1_0_R.xmot
28198	COMBATMOVE STARTRECOVER END	EXTRA_01	CurrentMovementAni: Hero_SitKnockDown_None_2H_P0_GetUpAttack_Hit_N_Fwd_00_%_00_P1_100_R.xmot
28202	COMBATMOVE STARTRECOVER END	EXTRA_01	PrimaryMotionName: Hero_SitKnockDown_None_2H_P1_GetUpAttack_Recover_N_Fwd_00_%_00_P1_0_R.xmot
28243	ENGINE SetCollisionGroup	EXTRA_01	PlayerCurrentMovementAni: Hero_SitKnockDown_None_2H_P0_GetUpAttack_Hit_N_Fwd_00_%_00_P1_100_R.xmot
28295	OUTER_FRAME CLEANUP	EXTRA_01	TopScriptName: _AI_GetUpAttack
28299	OUTER_FRAME CLEANUP	EXTRA_01	TopLocalCallback: OnAI_GetUpAttack
28301	OUTER_FRAME CLEANUP	EXTRA_01	CurrentState: ZS_SitKnockDown_GetUpAttack
28326	AISETSTATE CALLSITE	EXTRA_01	CurrentMovementAni: Hero_SitKnockDown_None_2H_P0_GetUpAttack_Hit_N_Fwd_00_%_00_P1_100_R.xmot
28330	AISETSTATE CALLSITE	EXTRA_01	PrimaryMotionName: Hero_SitKnockDown_None_2H_P1_GetUpAttack_Recover_N_Fwd_00_%_00_P1_0_R.xmot
