StartLine	EndLine	Event	SelectedFields
44862	44881	NATIVE CLEANUP CALL SITE	ElapsedMs=205217.796 | Source=It_1H_Sword_Rust_01 | SourceAddress=E6F57410 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
44882	44911	OUTER_FRAME CLEANUP	ElapsedMs=205217.816 | Actor=PC_Hero | Source=It_1H_Sword_Rust_01 | SourceAddress=E6F57410 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=1 | CurrentStateTime=0.533950
44912	44951	AISETSTATE CALLSITE	ElapsedMs=205217.844 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentStateTime=0.533950 | CurrentMovementAni=Hero_Stand_Shield_1H_P2_Attack_Hit_N_Fwd_00_%_00_P3_115_R.xmot
44952	44976	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=205217.883 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.533950
44977	45009	C1 FINALIZATION	ElapsedMs=205217.906 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=55 | Status=PERSISTED | PhysicalCollisionChanged=0
45010	45034	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=205217.932 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
45035	45074	AISETSTATE CALLSITE	ElapsedMs=205472.685 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=3 | CurrentStateTime=0.248979 | CurrentMovementAni=Hero_Stand_Shield_1H_P3_Attack_Recover_N_Fwd_00_%_00_P3_0_R.xmot
45075	45099	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=205472.792 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.248979
45100	45124	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=205472.859 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
45125	45146	C1 LIFECYCLE START	ElapsedMs=205483.619 | Actor=PC_Hero | Generation=56 | Status=CANDIDATE | PhysicalCollisionChanged=0
45147	45160	C1-O2 OUTER BINDING	ElapsedMs=205483.657 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=56 | Status=CANDIDATE | PhysicalCollisionChanged=0
45161	45185	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=205483.685 | Actor=PC_Hero | CurrentAction=2 | CurrentStateTime=0.000000
45186	45210	PRIMARYFIRST StopMotion	ElapsedMs=205485.497
45211	45242	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=205485.533 | Actor=PC_Hero
45243	45267	PRIMARYFIRST PlayMotion	ElapsedMs=205485.531
45268	45278	C1 LIFECYCLE STATUS	ElapsedMs=205485.622 | Event=PERSISTED | Actor=PC_Hero | Generation=56 | Status=PERSISTED | PhysicalCollisionChanged=0
45279	45292	C1-O2 OUTER BINDING	ElapsedMs=206260.808 | Event=COMBAT_MOVE_REUSED | Actor=PC_Hero | Generation=56 | Status=PERSISTED | PhysicalCollisionChanged=0
45293	45317	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=206260.839 | Actor=PC_Hero | CurrentAction=2 | CurrentStateTime=0.778932
