StartLine	EndLine	Event	SelectedFields
61	103	AIFULLSTOP CALLSITE	ElapsedMs=19338.364 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.000000 | CurrentMovementAni=
104	130	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=19360.683 | Actor=PC_Hero
131	155	PRIMARYFIRST PlayMotion	ElapsedMs=19360.681
156	195	AISETSTATE CALLSITE	ElapsedMs=19361.312 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=12 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_None_P0_Ambient_Ambient_N_Fwd_00_%_10_P0_0.xmot
196	220	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=19361.415 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
221	245	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=19361.438 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
246	270	PRIMARYFIRST StopMotion	ElapsedMs=21541.503
271	295	PRIMARYFIRST StopMotion	ElapsedMs=21541.597
296	322	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=21541.623 | Actor=PC_Hero
323	347	PRIMARYFIRST PlayMotion	ElapsedMs=21541.622
348	374	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=22082.352 | Actor=PC_Hero
375	399	PRIMARYFIRST PlayMotion	ElapsedMs=22082.350
400	424	PRIMARYFIRST StopMotion	ElapsedMs=23510.860
425	449	PRIMARYFIRST StopMotion	ElapsedMs=23510.909
450	476	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=23510.982 | Actor=PC_Hero
477	501	PRIMARYFIRST PlayMotion	ElapsedMs=23510.981
502	528	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=23531.002 | Actor=PC_Hero
529	553	PRIMARYFIRST PlayMotion	ElapsedMs=23531.000
554	578	PRIMARYFIRST StopMotion	ElapsedMs=23728.802
579	603	PRIMARYFIRST StopMotion	ElapsedMs=23728.856
604	630	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=23728.885 | Actor=PC_Hero
631	655	PRIMARYFIRST PlayMotion	ElapsedMs=23728.884
656	682	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=23891.673 | Actor=PC_Hero
683	707	PRIMARYFIRST PlayMotion	ElapsedMs=23891.671
708	732	PRIMARYFIRST StopMotion	ElapsedMs=28121.033
733	759	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=28121.073 | Actor=PC_Hero
760	784	PRIMARYFIRST PlayMotion	ElapsedMs=28121.072
785	809	PRIMARYFIRST StopMotion	ElapsedMs=28440.291
810	836	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=28440.333 | Actor=PC_Hero
