StartLine	EndLine	Event	SelectedFields
22210	22239	OUTER_FRAME OFFENSE	ElapsedMs=123060.412 | Actor=PC_Hero | Source=Wrestling Staff_BBM | SourceAddress=E70E9210 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | CurrentAction=10 | CurrentStateTime=0.256314
22240	22283	AIFULLSTOP CALLSITE	ElapsedMs=123293.819 | Actor=PC_Hero | CurrentAction=10 | CurrentAniPhase=1 | CurrentStateTime=0.491288 | CurrentMovementAni=Hero_Parade_None_Staff_P0_WhirlAttack_Hit_N_Fwd_00_%_00_P0_150_R.xmot
22284	22320	COMBATMOVE FULLSTOP STACK	ElapsedMs=123293.996 | Actor=PC_Hero | CurrentAction=10 | CurrentAniPhase=1 | CurrentStateTime=0.491288 | CurrentMovementAni=Hero_Parade_None_Staff_P0_WhirlAttack_Hit_N_Fwd_00_%_00_P0_150_R.xmot
22321	22361	AISETSTATE CALLSITE	ElapsedMs=123294.176 | Actor=PC_Hero | CurrentAction=10 | CurrentAniPhase=1 | CurrentStateTime=0.491288 | CurrentMovementAni=Hero_Parade_None_Staff_P0_WhirlAttack_Hit_N_Fwd_00_%_00_P0_150_R.xmot
22362	22386	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=123294.249 | Actor=PC_Hero | CurrentAction=10 | CurrentStateTime=0.491288
22387	22408	C1 FINALIZATION	ElapsedMs=123294.291 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=26 | Status=PERSISTED | PhysicalCollisionChanged=0
22409	22433	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=123294.326 | Actor=PC_Hero | CurrentAction=10 | CurrentStateTime=0.000000
22434	22460	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=123611.150 | Actor=PC_Hero
22461	22485	PRIMARYFIRST PlayMotion	ElapsedMs=123611.148
22486	22525	AISETSTATE CALLSITE	ElapsedMs=124971.329 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=1.677825 | CurrentMovementAni=Hero_Stand_None_Staff_P0_Ambient_Loop_N_Fwd_00_%_00_P0_0.xmot
22526	22550	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=124971.399 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=1.677825
22551	22575	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=124971.423 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
22576	22615	AISETSTATE CALLSITE	ElapsedMs=124981.963 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_Staff_P0_Ambient_Loop_N_Fwd_00_%_00_P0_0.xmot
22616	22640	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=124982.034 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
22641	22665	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=124982.060 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
22666	22692	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=124991.571 | Actor=PC_Hero
22693	22717	PRIMARYFIRST PlayMotion	ElapsedMs=124991.569
22718	22757	AISETSTATE CALLSITE	ElapsedMs=127291.049 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=2.299853 | CurrentMovementAni=Hero_Parade_None_Staff_P0_Ambient_Loop_N_Fwd_00_%_00_P0_0.xmot
22758	22782	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=127291.121 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=2.299853
22783	22807	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=127291.144 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
22808	22851	AIFULLSTOP CALLSITE	ElapsedMs=127301.484 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Parade_None_Staff_P0_Ambient_Loop_N_Fwd_00_%_00_P0_0.xmot
22852	22892	AISETSTATE CALLSITE	ElapsedMs=127301.603 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Parade_None_Staff_P0_Ambient_Loop_N_Fwd_00_%_00_P0_0.xmot
22893	22917	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=127301.645 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
22918	22942	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=127301.666 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
22943	22959	C1 LIFECYCLE START	ElapsedMs=127302.368 | Actor=PC_Hero | Generation=27 | Status=CANDIDATE | PhysicalCollisionChanged=0
22960	22973	C1-O2 OUTER BINDING	ElapsedMs=127302.390 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=27 | Status=CANDIDATE | PhysicalCollisionChanged=0
22974	22998	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=127302.401 | Actor=PC_Hero | CurrentAction=10 | CurrentStateTime=0.000000
22999	23023	PRIMARYFIRST StopMotion	ElapsedMs=127302.442
23024	23055	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=127302.467 | Actor=PC_Hero
23056	23080	PRIMARYFIRST PlayMotion	ElapsedMs=127302.466
23081	23091	C1 LIFECYCLE STATUS	ElapsedMs=127302.553 | Event=PERSISTED | Actor=PC_Hero | Generation=27 | Status=PERSISTED | PhysicalCollisionChanged=0
23092	23135	AIFULLSTOP CALLSITE	ElapsedMs=127414.241 | Actor=PC_Hero | CurrentAction=10 | CurrentAniPhase=1 | CurrentStateTime=0.109896 | CurrentMovementAni=Hero_Parade_None_Staff_P0_WhirlAttack_Hit_N_Fwd_00_%_00_P0_150_R.xmot
23136	23172	COMBATMOVE FULLSTOP STACK	ElapsedMs=127414.461 | Actor=PC_Hero | CurrentAction=10 | CurrentAniPhase=1 | CurrentStateTime=0.109896 | CurrentMovementAni=Hero_Parade_None_Staff_P0_WhirlAttack_Hit_N_Fwd_00_%_00_P0_150_R.xmot
23173	23213	AISETSTATE CALLSITE	ElapsedMs=127414.607 | Actor=PC_Hero | CurrentAction=10 | CurrentAniPhase=1 | CurrentStateTime=0.109896 | CurrentMovementAni=Hero_Parade_None_Staff_P0_WhirlAttack_Hit_N_Fwd_00_%_00_P0_150_R.xmot
23214	23238	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=127414.675 | Actor=PC_Hero | CurrentAction=10 | CurrentStateTime=0.109896
23239	23260	C1 FINALIZATION	ElapsedMs=127414.716 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=27 | Status=PERSISTED | PhysicalCollisionChanged=0
23261	23285	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=127414.748 | Actor=PC_Hero | CurrentAction=10 | CurrentStateTime=0.000000
23286	23312	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=128105.489 | Actor=PC_Hero
23313	23337	PRIMARYFIRST PlayMotion	ElapsedMs=128105.486
23338	23377	AISETSTATE CALLSITE	ElapsedMs=128962.891 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=1.548973 | CurrentMovementAni=Hero_Stand_None_Staff_P0_Ambient_Loop_N_Fwd_00_%_00_P0_0.xmot
23378	23402	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=128962.964 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=1.548973
23403	23427	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=128962.990 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
23428	23467	AISETSTATE CALLSITE	ElapsedMs=128973.208 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_Staff_P0_Ambient_Loop_N_Fwd_00_%_00_P0_0.xmot
