StartLine	EndLine	Event	SelectedFields
157110	157132	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=597497.968 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Recover_N_Fwd_00_%_00_P1_0_R.xmot
157133	157157	PRIMARYFIRST StopMotion	ElapsedMs=597498.037
157158	157184	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=597498.062 | Actor=PC_Hero
157185	157209	PRIMARYFIRST PlayMotion	ElapsedMs=597498.061
157210	157232	COMBATMOVE STARTRECOVER END	ElapsedMs=597498.132 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Recover_N_Fwd_00_%_00_P1_0_R.xmot
157233	157249	C1 CLEANUP FULFILLED	ElapsedMs=597498.183 | Actor=PC_Hero | Generation=264 | Status=PERSISTED | Source=It_2H_Sword_Flamberge | SourceAddress=E704C010 | ActualGroup=5 | PhysicalCollisionChanged=0
157250	157276	ENGINE SetCollisionGroup	ElapsedMs=597498.198 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=1 | PlayerAniPhase=3 | PlayerStateTime=0.885956 | PlayerCurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Recover_N_Fwd_00_%_00_P1_0_R.xmot
157277	157296	NATIVE CLEANUP CALL SITE	ElapsedMs=597498.216 | Source=It_2H_Sword_Flamberge | SourceAddress=E704C010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
157297	157326	OUTER_FRAME CLEANUP	ElapsedMs=597498.236 | Actor=PC_Hero | Source=It_2H_Sword_Flamberge | SourceAddress=E704C010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=1 | CurrentStateTime=0.885956
157327	157366	AISETSTATE CALLSITE	ElapsedMs=597498.262 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentStateTime=0.885956 | CurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Recover_N_Fwd_00_%_00_P1_0_R.xmot
157367	157391	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=597498.299 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.885956
157392	157413	C1 FINALIZATION	ElapsedMs=597498.320 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=264 | Status=PERSISTED | PhysicalCollisionChanged=0
157414	157438	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=597498.338 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
157439	157478	AISETSTATE CALLSITE	ElapsedMs=597498.395 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=3 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Recover_N_Fwd_00_%_00_P1_0_R.xmot
157479	157503	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=597498.432 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
157504	157528	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=597498.452 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
157529	157553	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=597510.327 | Actor=NPC_Morton | CurrentAction=10 | CurrentStateTime=0.000000
157554	157578	MARKER OWNERSHIP DECISION	ElapsedMs=597510.421 | Actor=NPC_Morton | CurrentMovementAni=Hero_Parade_None_Staff_P0_WhirlAttack_Hit_N_Fwd_00_%_00_P0_150_R.xmot
157579	157595	C1 LIFECYCLE START	ElapsedMs=597510.854 | Actor=PC_Hero | Generation=267 | Status=CANDIDATE | PhysicalCollisionChanged=0
157596	157609	C1-O2 OUTER BINDING	ElapsedMs=597510.875 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=267 | Status=CANDIDATE | PhysicalCollisionChanged=0
157610	157634	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=597510.900 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
157635	157659	PRIMARYFIRST StopMotion	ElapsedMs=597510.946
157660	157691	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=597510.973 | Actor=PC_Hero
157692	157716	PRIMARYFIRST PlayMotion	ElapsedMs=597510.972
157717	157727	C1 LIFECYCLE STATUS	ElapsedMs=597511.062 | Event=PERSISTED | Actor=PC_Hero | Generation=267 | Status=PERSISTED | PhysicalCollisionChanged=0
157728	157754	ENGINE SetCollisionGroup	ElapsedMs=597764.807 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=1 | PlayerAniPhase=1 | PlayerStateTime=0.251991 | PlayerCurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
157755	157771	C1 OFFENSE REQUEST	ElapsedMs=597765.222 | Actor=PC_Hero | Generation=267 | Status=PERSISTED | Source=It_2H_Sword_Flamberge | SourceAddress=E704C010 | ActualGroup=7 | PhysicalCollisionChanged=0
157772	157798	ENGINE SetCollisionGroup	ElapsedMs=597765.241 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=1 | PlayerAniPhase=1 | PlayerStateTime=0.251991 | PlayerCurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
157799	157828	OUTER_FRAME OFFENSE	ElapsedMs=597765.268 | Actor=PC_Hero | Source=It_2H_Sword_Flamberge | SourceAddress=E704C010 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | CurrentAction=1 | CurrentStateTime=0.251991
157829	157873	AIFULLSTOP CALLSITE	ElapsedMs=597783.737 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentStateTime=0.278979 | CurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
157874	157911	COMBATMOVE FULLSTOP STACK	ElapsedMs=597783.806 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentStateTime=0.278979 | CurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
157912	157938	ENGINE SetCollisionGroup	ElapsedMs=597800.788 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=1 | PlayerAniPhase=1 | PlayerStateTime=0.000000 | PlayerCurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
157939	157963	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=597802.159 | Actor=NPC_Morton | CurrentAction=25 | CurrentStateTime=0.000000
157964	157980	C1 CLEANUP FULFILLED	ElapsedMs=597803.244 | Actor=PC_Hero | Generation=267 | Status=PERSISTED | Source=It_2H_Sword_Flamberge | SourceAddress=E704C010 | ActualGroup=5 | PhysicalCollisionChanged=0
157981	158007	ENGINE SetCollisionGroup	ElapsedMs=597803.264 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=1 | PlayerAniPhase=1 | PlayerStateTime=0.000000 | PlayerCurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
158008	158028	NATIVE CLEANUP CALL SITE	ElapsedMs=597803.286 | Source=It_2H_Sword_Flamberge | SourceAddress=E704C010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
158029	158058	OUTER_FRAME CLEANUP	ElapsedMs=597803.309 | Actor=PC_Hero | Source=It_2H_Sword_Flamberge | SourceAddress=E704C010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=1 | CurrentStateTime=0.000000
158059	158075	C1 LIFECYCLE START	ElapsedMs=597804.714 | Actor=PC_Hero | Generation=269 | Status=CANDIDATE | PhysicalCollisionChanged=0
158076	158100	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=597804.736 | Actor=PC_Hero | CurrentAction=29 | CurrentStateTime=0.000000
158101	158125	PRIMARYFIRST StopMotion	ElapsedMs=597805.049
158126	158156	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=597805.078 | Actor=PC_Hero
158157	158181	PRIMARYFIRST PlayMotion	ElapsedMs=597805.077
158182	158192	C1 LIFECYCLE STATUS	ElapsedMs=597805.159 | Event=PERSISTED | Actor=PC_Hero | Generation=269 | Status=PERSISTED | PhysicalCollisionChanged=0
158193	158217	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=598126.934 | Actor=NPC_Morton | CurrentAction=2 | CurrentStateTime=0.000000
158218	158242	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=598724.229 | Actor=NPC_Morton | CurrentAction=2 | CurrentStateTime=0.596959
158243	158269	ENGINE SetCollisionGroup	ElapsedMs=598727.830 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=29 | PlayerAniPhase=4 | PlayerStateTime=0.932865 | PlayerCurrentMovementAni=Hero_Stand_None_2H_P1_LieKnockDown_Begin_N_Back_00_%_00_P0_150.xmot
158270	158294	PRIMARYFIRST StopMotion	ElapsedMs=598994.109
158295	158321	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=598994.154 | Actor=PC_Hero
158322	158346	PRIMARYFIRST PlayMotion	ElapsedMs=598994.154
158347	158373	ENGINE SetCollisionGroup	ElapsedMs=599219.321 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=29 | PlayerAniPhase=4 | PlayerStateTime=1.425842 | PlayerCurrentMovementAni=Hero_LieKnockDown_None_2H_P0_SitKnockDown_Begin_N_Back_00_%_00_P0_0.xmot
158374	158413	AISETSTATE CALLSITE	ElapsedMs=599809.989 | Actor=PC_Hero | CurrentAction=29 | CurrentAniPhase=4 | CurrentStateTime=2.014814 | CurrentMovementAni=Hero_LieKnockDown_None_2H_P0_SitKnockDown_Begin_N_Back_00_%_00_P0_0.xmot
158414	158438	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=599810.059 | Actor=PC_Hero | CurrentAction=29 | CurrentStateTime=2.014814
