StartLine	EndLine	Event	SelectedFields
131907	131933	ENGINE SetCollisionGroup	ElapsedMs=449775.456 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=5 | PlayerAniPhase=1 | PlayerStateTime=0.409995 | PlayerCurrentMovementAni=Hero_Stand_None_1H_P1_QuickAttackL_Hit_N_Fwd_00_%_00_P50_100_L.xmot
131934	131953	NATIVE CLEANUP CALL SITE	ElapsedMs=449775.491 | Source=It_1H_Sword_Rust_01 | SourceAddress=E89C3810 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
131954	131983	OUTER_FRAME CLEANUP	ElapsedMs=449775.512 | Actor=PC_Hero | Source=It_1H_Sword_Rust_01 | SourceAddress=E89C3810 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=5 | CurrentStateTime=0.409995
131984	132008	PRIMARYFIRST StopMotion	ElapsedMs=449786.582
132009	132035	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=449786.635 | Actor=PC_Hero
132036	132060	PRIMARYFIRST PlayMotion	ElapsedMs=449786.634
132061	132087	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=449798.848 | Actor=PC_Hero
132088	132112	PRIMARYFIRST PlayMotion	ElapsedMs=449798.846
132113	132152	AISETSTATE CALLSITE	ElapsedMs=449878.873 | Actor=PC_Hero | CurrentAction=5 | CurrentAniPhase=5 | CurrentStateTime=0.512980 | CurrentMovementAni=Hero_Stand_None_1H_P0_Ambient_Loop_N_Fwd_01_%_01_P0_0.xmot
132153	132177	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=449878.971 | Actor=PC_Hero | CurrentAction=5 | CurrentStateTime=0.512980
132178	132199	C1 FINALIZATION	ElapsedMs=449878.997 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=229 | Status=PERSISTED | PhysicalCollisionChanged=0
132200	132224	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=449879.030 | Actor=PC_Hero | CurrentAction=5 | CurrentStateTime=0.000000
132225	132249	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=450129.274 | Actor=ReddockOrcWarrior01 | CurrentAction=14 | CurrentStateTime=0.000000
132250	132289	AISETSTATE CALLSITE	ElapsedMs=450242.774 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.351984 | CurrentMovementAni=Hero_Stand_None_1H_P0_Ambient_Loop_N_Fwd_01_%_01_P0_0.xmot
132290	132314	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=450242.846 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.351984
132315	132339	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=450242.868 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
132340	132379	AISETSTATE CALLSITE	ElapsedMs=450253.669 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_1H_P0_Ambient_Loop_N_Fwd_01_%_01_P0_0.xmot
132380	132404	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=450253.742 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
132405	132429	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=450253.768 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
