File	StartLine	EndLine	Bytes
full_source_part_001.txt	1	286	59621
full_source_part_002.txt	287	542	59678
full_source_part_003.txt	543	820	59762
full_source_part_004.txt	821	1055	59895
full_source_part_005.txt	1056	1315	59652
full_source_part_006.txt	1316	1521	48822
