File	StartLine	EndLine	Bytes
full_source_part_001.txt	1	284	59880
full_source_part_002.txt	285	511	59708
full_source_part_003.txt	512	763	59912
full_source_part_004.txt	764	1045	59754
full_source_part_005.txt	1046	1276	59902
full_source_part_006.txt	1277	1528	59796
full_source_part_007.txt	1529	1636	21746
