StartLine	EndLine	Event	SelectedFields
46915	46941	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=165428.481 | Actor=PC_Hero
46942	46966	PRIMARYFIRST PlayMotion	ElapsedMs=165428.479
46967	47006	AISETSTATE CALLSITE	ElapsedMs=165867.133 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.762951 | CurrentMovementAni=Hero_Stand_None_1H_P0_Ambient_Loop_N_Fwd_01_%_01_P0_0.xmot
47007	47031	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=165867.201 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.762951
47032	47056	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=165867.223 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
47057	47096	AISETSTATE CALLSITE	ElapsedMs=165877.287 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_1H_P0_Ambient_Loop_N_Fwd_01_%_01_P0_0.xmot
47097	47121	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=165877.357 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
47122	47146	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=165877.379 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
47147	47173	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=165888.253 | Actor=PC_Hero
47174	47198	PRIMARYFIRST PlayMotion	ElapsedMs=165888.251
47199	47225	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=167696.257 | Actor=PC_Hero
47226	47250	PRIMARYFIRST PlayMotion	ElapsedMs=167696.255
47251	47290	AISETSTATE CALLSITE	ElapsedMs=168053.749 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=2.164910 | CurrentMovementAni=Hero_Parade_None_1H_P0_Ambient_Loop_N_Fwd_00_%_00_P0_0.xmot
47291	47315	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=168053.816 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=2.164910
47316	47340	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=168053.844 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
47341	47357	C1 LIFECYCLE START	ElapsedMs=168064.084 | Actor=PC_Hero | Generation=52 | Status=CANDIDATE | PhysicalCollisionChanged=0
