StartLine	EndLine	Event	SelectedFields
69592	69618	ENGINE SetCollisionGroup	ElapsedMs=230295.944 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=1 | PlayerAniPhase=1 | PlayerStateTime=0.256972 | PlayerCurrentMovementAni=Hero_Stand_Torch_1H_P0_Attack_Hit_N_Fwd_00_%_00_P1_118_R.xmot
69619	69648	OUTER_FRAME OFFENSE	ElapsedMs=230295.967 | Actor=PC_Hero | Source=It_Torch_Burning | SourceAddress=E7048010 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | CurrentAction=1 | CurrentStateTime=0.256972
69649	69674	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=230584.924 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentMovementAni=Hero_Stand_Torch_1H_P0_Attack_Hit_N_Fwd_00_%_00_P1_118_R.xmot
69675	69698	HIT STARTRECOVER BEGIN STACK	ElapsedMs=230584.975 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentStateTime=0.544949 | CurrentMovementAni=Hero_Stand_Torch_1H_P0_Attack_Hit_N_Fwd_00_%_00_P1_118_R.xmot
69699	69723	PRIMARYFIRST StopMotion	ElapsedMs=230588.476
69724	69750	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=230588.513 | Actor=PC_Hero
69751	69775	PRIMARYFIRST PlayMotion	ElapsedMs=230588.512
69776	69801	COMBATMOVE STARTRECOVER END	ElapsedMs=230588.582 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Stand_Torch_1H_P0_Attack_Hit_N_Fwd_00_%_00_P1_118_R.xmot
69802	69828	ENGINE SetCollisionGroup	ElapsedMs=230588.642 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=1 | PlayerAniPhase=3 | PlayerStateTime=0.544949 | PlayerCurrentMovementAni=Hero_Stand_Torch_1H_P0_Attack_Hit_N_Fwd_00_%_00_P1_118_R.xmot
69829	69848	NATIVE CLEANUP CALL SITE	ElapsedMs=230588.661 | Source=It_1H_Sword_Rust_01 | SourceAddress=E6F6DE10 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
69849	69878	OUTER_FRAME CLEANUP	ElapsedMs=230588.685 | Actor=PC_Hero | Source=It_1H_Sword_Rust_01 | SourceAddress=E6F6DE10 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=1 | CurrentStateTime=0.544949
69879	69895	C1 CLEANUP FULFILLED	ElapsedMs=230588.715 | Actor=PC_Hero | Generation=80 | Status=PERSISTED | Source=It_Torch_Burning | SourceAddress=E7048010 | ActualGroup=5 | PhysicalCollisionChanged=0
69896	69922	ENGINE SetCollisionGroup	ElapsedMs=230588.729 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=1 | PlayerAniPhase=3 | PlayerStateTime=0.544949 | PlayerCurrentMovementAni=Hero_Stand_Torch_1H_P0_Attack_Hit_N_Fwd_00_%_00_P1_118_R.xmot
69923	69942	NATIVE CLEANUP CALL SITE	ElapsedMs=230588.747 | Source=It_Torch_Burning | SourceAddress=E7048010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
69943	69972	OUTER_FRAME CLEANUP	ElapsedMs=230588.766 | Actor=PC_Hero | Source=It_Torch_Burning | SourceAddress=E7048010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=1 | CurrentStateTime=0.544949
69973	70012	AISETSTATE CALLSITE	ElapsedMs=230588.791 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentStateTime=0.544949 | CurrentMovementAni=Hero_Stand_Torch_1H_P0_Attack_Hit_N_Fwd_00_%_00_P1_118_R.xmot
70013	70037	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=230588.829 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.544949
70038	70072	C1 FINALIZATION	ElapsedMs=230588.850 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=80 | Status=PERSISTED | PhysicalCollisionChanged=0
70073	70097	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=230588.878 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
70098	70124	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=231331.949 | Actor=PC_Hero
70125	70149	PRIMARYFIRST PlayMotion	ElapsedMs=231331.947
70150	70189	AISETSTATE CALLSITE	ElapsedMs=231754.402 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=1.156952 | CurrentMovementAni=Hero_Stand_Torch_1H_P1_Ambient_Loop_N_Fwd_00_%_00_P1_0.xmot
70190	70214	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=231754.473 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=1.156952
70215	70239	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=231754.496 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
70240	70261	C1 LIFECYCLE START	ElapsedMs=231767.100 | Actor=PC_Hero | Generation=81 | Status=CANDIDATE | PhysicalCollisionChanged=0
70262	70275	C1-O2 OUTER BINDING	ElapsedMs=231767.155 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=81 | Status=CANDIDATE | PhysicalCollisionChanged=0
70276	70300	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=231767.171 | Actor=PC_Hero | CurrentAction=16 | CurrentStateTime=0.000000
70301	70325	PRIMARYFIRST StopMotion	ElapsedMs=231767.472
70326	70357	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=231767.500 | Actor=PC_Hero
70358	70382	PRIMARYFIRST PlayMotion	ElapsedMs=231767.499
70383	70393	C1 LIFECYCLE STATUS	ElapsedMs=231767.589 | Event=PERSISTED | Actor=PC_Hero | Generation=81 | Status=PERSISTED | PhysicalCollisionChanged=0
70394	70433	AISETSTATE CALLSITE	ElapsedMs=232116.178 | Actor=PC_Hero | CurrentAction=16 | CurrentAniPhase=4 | CurrentStateTime=0.348980 | CurrentMovementAni=Hero_Stand_Torch_1H_P1_Parade_Begin_N_Fwd_00_%_00_P0_0.xmot
