StartLine	EndLine	Event	SelectedFields
293692	293716	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=740764.843 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.258971
293717	293741	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=740764.897 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
293742	293763	C1 LIFECYCLE START	ElapsedMs=740779.572 | Actor=PC_Hero | Generation=886 | Status=CANDIDATE | PhysicalCollisionChanged=0
293764	293777	C1-O2 OUTER BINDING	ElapsedMs=740779.612 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=886 | Status=CANDIDATE | PhysicalCollisionChanged=0
293778	293802	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=740779.624 | Actor=PC_Hero | CurrentAction=16 | CurrentStateTime=0.000000
293803	293827	PRIMARYFIRST StopMotion	ElapsedMs=740779.739
293828	293859	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=740779.767 | Actor=PC_Hero
293860	293884	PRIMARYFIRST PlayMotion	ElapsedMs=740779.765
293885	293895	C1 LIFECYCLE STATUS	ElapsedMs=740779.874 | Event=PERSISTED | Actor=PC_Hero | Generation=886 | Status=PERSISTED | PhysicalCollisionChanged=0
293896	293939	AIFULLSTOP CALLSITE	ElapsedMs=740880.433 | Actor=PC_Hero | CurrentAction=16 | CurrentAniPhase=4 | CurrentStateTime=0.107996 | CurrentMovementAni=Hero_Stand_Shield_1H_P2_Parade_Begin_N_Fwd_00_%_00_P1_0.xmot
293940	293976	COMBATMOVE FULLSTOP STACK	ElapsedMs=740880.637 | Actor=PC_Hero | CurrentAction=16 | CurrentAniPhase=4 | CurrentStateTime=0.107996 | CurrentMovementAni=Hero_Stand_Shield_1H_P2_Parade_Begin_N_Fwd_00_%_00_P1_0.xmot
293977	294017	AISETSTATE CALLSITE	ElapsedMs=740880.700 | Actor=PC_Hero | CurrentAction=16 | CurrentAniPhase=4 | CurrentStateTime=0.107996 | CurrentMovementAni=Hero_Stand_Shield_1H_P2_Parade_Begin_N_Fwd_00_%_00_P1_0.xmot
294018	294042	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=740880.741 | Actor=PC_Hero | CurrentAction=16 | CurrentStateTime=0.107996
294043	294077	C1 FINALIZATION	ElapsedMs=740880.766 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=886 | Status=PERSISTED | PhysicalCollisionChanged=0
294078	294102	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=740880.795 | Actor=PC_Hero | CurrentAction=16 | CurrentStateTime=0.000000
294103	294124	C1 LIFECYCLE START	ElapsedMs=740885.831 | Actor=PC_Hero | Generation=887 | Status=CANDIDATE | PhysicalCollisionChanged=0
294125	294138	C1-O2 OUTER BINDING	ElapsedMs=740885.868 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=887 | Status=CANDIDATE | PhysicalCollisionChanged=0
294139	294163	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=740885.880 | Actor=PC_Hero | CurrentAction=4 | CurrentStateTime=0.000000
294164	294188	PRIMARYFIRST StopMotion	ElapsedMs=740887.497
294189	294220	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=740887.530 | Actor=PC_Hero
294221	294245	PRIMARYFIRST PlayMotion	ElapsedMs=740887.529
294246	294256	C1 LIFECYCLE STATUS	ElapsedMs=740887.657 | Event=PERSISTED | Actor=PC_Hero | Generation=887 | Status=PERSISTED | PhysicalCollisionChanged=0
