StartLine	EndLine	Event	SelectedFields
230134	230173	AISETSTATE CALLSITE	ElapsedMs=640039.682 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.605076 | CurrentMovementAni=Hero_Stand_None_2H_P1_Ambient_Loop_N_Fwd_00_%_00_P1_0.xmot
230174	230198	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=640039.752 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.605076
230199	230223	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=640039.776 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
230224	230240	C1 LIFECYCLE START	ElapsedMs=640048.097 | Actor=PC_Hero | Generation=664 | Status=CANDIDATE | PhysicalCollisionChanged=0
230241	230254	C1-O2 OUTER BINDING	ElapsedMs=640048.130 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=664 | Status=CANDIDATE | PhysicalCollisionChanged=0
230255	230279	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=640048.142 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
230280	230304	PRIMARYFIRST StopMotion	ElapsedMs=640048.179
230305	230336	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=640048.205 | Actor=PC_Hero
230337	230361	PRIMARYFIRST PlayMotion	ElapsedMs=640048.203
230362	230372	C1 LIFECYCLE STATUS	ElapsedMs=640048.305 | Event=PERSISTED | Actor=PC_Hero | Generation=664 | Status=PERSISTED | PhysicalCollisionChanged=0
230373	230397	MARKER OWNERSHIP DECISION	ElapsedMs=640048.321 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
230398	230422	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=640064.960 | Actor=Wolf | CurrentAction=2 | CurrentStateTime=0.000000
230423	230447	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=640065.082 | Actor=Wolf | CurrentAction=51 | CurrentStateTime=0.000000
230448	230464	C1 OFFENSE REQUEST	ElapsedMs=640303.015 | Actor=PC_Hero | Generation=664 | Status=PERSISTED | Source=It_2H_Sword_Flamberge | SourceAddress=BFDCB010 | ActualGroup=7 | PhysicalCollisionChanged=0
230465	230491	ENGINE SetCollisionGroup	ElapsedMs=640303.051 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=1 | PlayerAniPhase=1 | PlayerStateTime=0.254531 | PlayerCurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
230492	230521	OUTER_FRAME OFFENSE	ElapsedMs=640303.075 | Actor=PC_Hero | Source=It_2H_Sword_Flamberge | SourceAddress=BFDCB010 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | CurrentAction=1 | CurrentStateTime=0.254531
230522	230546	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=640533.268 | Actor=Boar | CurrentAction=1 | CurrentStateTime=0.000000
230547	230571	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=640579.035 | Actor=Wolf | CurrentAction=51 | CurrentStateTime=0.000000
230572	230596	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=640588.210 | Actor=Wolf | CurrentAction=1 | CurrentStateTime=0.000000
