StartLine	EndLine	Event	SelectedFields
61	103	AIFULLSTOP CALLSITE	ElapsedMs=17903.995 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.000000 | CurrentMovementAni=
104	130	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=17926.627 | Actor=PC_Hero
131	155	PRIMARYFIRST PlayMotion	ElapsedMs=17926.625
156	195	AISETSTATE CALLSITE	ElapsedMs=17927.074 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_None_P0_Ambient_Loop_N_Fwd_00_%_02_P0_0.xmot
196	220	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=17927.161 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
221	245	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=17927.185 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
246	270	PRIMARYFIRST StopMotion	ElapsedMs=19458.707
271	295	PRIMARYFIRST StopMotion	ElapsedMs=19458.802
296	322	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=19458.827 | Actor=PC_Hero
323	347	PRIMARYFIRST PlayMotion	ElapsedMs=19458.826
348	374	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=19853.099 | Actor=PC_Hero
375	399	PRIMARYFIRST PlayMotion	ElapsedMs=19853.097
400	424	PRIMARYFIRST StopMotion	ElapsedMs=20603.783
425	449	PRIMARYFIRST StopMotion	ElapsedMs=20603.909
450	476	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=20603.991 | Actor=PC_Hero
477	501	PRIMARYFIRST PlayMotion	ElapsedMs=20603.989
502	528	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=21043.848 | Actor=PC_Hero
529	553	PRIMARYFIRST PlayMotion	ElapsedMs=21043.846
554	580	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=23649.067 | Actor=PC_Hero
581	605	PRIMARYFIRST PlayMotion	ElapsedMs=23649.065
606	632	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=26248.219 | Actor=PC_Hero
633	657	PRIMARYFIRST PlayMotion	ElapsedMs=26248.217
658	682	PRIMARYFIRST StopMotion	ElapsedMs=27851.194
683	709	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=27851.237 | Actor=PC_Hero
710	734	PRIMARYFIRST PlayMotion	ElapsedMs=27851.236
735	759	PRIMARYFIRST StopMotion	ElapsedMs=28174.767
760	786	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=28174.807 | Actor=PC_Hero
787	811	PRIMARYFIRST PlayMotion	ElapsedMs=28174.806
812	851	AISETSTATE CALLSITE	ElapsedMs=28539.829 | Actor=PC_Hero | CurrentAction=68 | CurrentAniPhase=6 | CurrentStateTime=0.767474 | CurrentMovementAni=Hero_Stand_None_2H_P0_HoldRight_End_N_Fwd_00_%_00_P0_0.xmot
852	876	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=28539.901 | Actor=PC_Hero | CurrentAction=68 | CurrentStateTime=0.767474
877	901	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=28539.922 | Actor=PC_Hero | CurrentAction=68 | CurrentStateTime=0.000000
902	941	AISETSTATE CALLSITE	ElapsedMs=30030.969 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=6 | CurrentStateTime=1.479211 | CurrentMovementAni=Hero_Stand_None_2H_P0_HoldRight_End_N_Fwd_00_%_00_P0_0.xmot
942	966	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=30031.091 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=1.479211
967	991	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=30031.118 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
992	1031	AISETSTATE CALLSITE	ElapsedMs=30040.837 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=6 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_2H_P0_HoldRight_End_N_Fwd_00_%_00_P0_0.xmot
