StartLine	EndLine	Event	SelectedFields
24206	24230	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=94267.830 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
24231	24255	PRIMARYFIRST StopMotion	ElapsedMs=94267.867
24256	24287	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=94267.892 | Actor=PC_Hero
24288	24312	PRIMARYFIRST PlayMotion	ElapsedMs=94267.890
24313	24323	C1 LIFECYCLE STATUS	ElapsedMs=94267.984 | Event=PERSISTED | Actor=PC_Hero | Generation=24 | Status=PERSISTED | PhysicalCollisionChanged=0
24324	24348	MARKER OWNERSHIP DECISION	ElapsedMs=94268.001 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_None_Staff_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
24349	24365	C1 OFFENSE REQUEST	ElapsedMs=94522.833 | Actor=PC_Hero | Generation=24 | Status=PERSISTED | Source=Wrestling Staff_BBM | SourceAddress=E27B3010 | ActualGroup=7 | PhysicalCollisionChanged=0
24366	24392	ENGINE SetCollisionGroup	ElapsedMs=94522.866 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=1 | PlayerAniPhase=1 | PlayerStateTime=0.254971 | PlayerCurrentMovementAni=Hero_Stand_None_Staff_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
24393	24422	OUTER_FRAME OFFENSE	ElapsedMs=94522.890 | Actor=PC_Hero | Source=Wrestling Staff_BBM | SourceAddress=E27B3010 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | CurrentAction=1 | CurrentStateTime=0.254971
24423	24445	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=95014.082 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentMovementAni=Hero_Stand_None_Staff_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
24446	24469	HIT STARTRECOVER BEGIN STACK	ElapsedMs=95014.126 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentStateTime=0.744976 | CurrentMovementAni=Hero_Stand_None_Staff_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
24470	24494	PRIMARYFIRST StopMotion	ElapsedMs=95014.179
24495	24521	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=95014.206 | Actor=PC_Hero
24522	24546	PRIMARYFIRST PlayMotion	ElapsedMs=95014.205
24547	24569	COMBATMOVE STARTRECOVER END	ElapsedMs=95014.269 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Stand_None_Staff_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
24570	24586	C1 CLEANUP FULFILLED	ElapsedMs=95014.328 | Actor=PC_Hero | Generation=24 | Status=PERSISTED | Source=Wrestling Staff_BBM | SourceAddress=E27B3010 | ActualGroup=5 | PhysicalCollisionChanged=0
24587	24613	ENGINE SetCollisionGroup	ElapsedMs=95014.345 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=1 | PlayerAniPhase=3 | PlayerStateTime=0.744976 | PlayerCurrentMovementAni=Hero_Stand_None_Staff_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
24614	24633	NATIVE CLEANUP CALL SITE	ElapsedMs=95014.364 | Source=Wrestling Staff_BBM | SourceAddress=E27B3010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
24634	24663	OUTER_FRAME CLEANUP	ElapsedMs=95014.385 | Actor=PC_Hero | Source=Wrestling Staff_BBM | SourceAddress=E27B3010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=1 | CurrentStateTime=0.744976
24664	24703	AISETSTATE CALLSITE	ElapsedMs=95014.413 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentStateTime=0.744976 | CurrentMovementAni=Hero_Stand_None_Staff_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
24704	24728	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=95014.450 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.744976
24729	24751	C1 FINALIZATION	ElapsedMs=95014.473 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=24 | Status=PERSISTED | PhysicalCollisionChanged=0
24752	24776	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=95014.493 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
24777	24803	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=96345.215 | Actor=PC_Hero
24804	24828	PRIMARYFIRST PlayMotion	ElapsedMs=96345.212
24829	24868	AISETSTATE CALLSITE	ElapsedMs=96383.513 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=1.360904 | CurrentMovementAni=Hero_Stand_None_Staff_P1_Ambient_Loop_N_Fwd_00_%_00_P1_0.xmot
24869	24893	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=96383.586 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=1.360904
24894	24918	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=96383.609 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
24919	24935	C1 LIFECYCLE START	ElapsedMs=96392.988 | Actor=PC_Hero | Generation=25 | Status=CANDIDATE | PhysicalCollisionChanged=0
24936	24949	C1-O2 OUTER BINDING	ElapsedMs=96393.024 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=25 | Status=CANDIDATE | PhysicalCollisionChanged=0
24950	24974	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=96393.035 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
24975	24999	PRIMARYFIRST StopMotion	ElapsedMs=96393.072
25000	25031	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=96393.097 | Actor=PC_Hero
25032	25056	PRIMARYFIRST PlayMotion	ElapsedMs=96393.096
25057	25067	C1 LIFECYCLE STATUS	ElapsedMs=96393.195 | Event=PERSISTED | Actor=PC_Hero | Generation=25 | Status=PERSISTED | PhysicalCollisionChanged=0
25068	25092	MARKER OWNERSHIP DECISION	ElapsedMs=96393.211 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_None_Staff_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
25093	25109	C1 OFFENSE REQUEST	ElapsedMs=96650.528 | Actor=PC_Hero | Generation=25 | Status=PERSISTED | Source=Wrestling Staff_BBM | SourceAddress=E27B3010 | ActualGroup=7 | PhysicalCollisionChanged=0
25110	25136	ENGINE SetCollisionGroup	ElapsedMs=96650.560 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=1 | PlayerAniPhase=1 | PlayerStateTime=0.256963 | PlayerCurrentMovementAni=Hero_Stand_None_Staff_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
25137	25166	OUTER_FRAME OFFENSE	ElapsedMs=96650.582 | Actor=PC_Hero | Source=Wrestling Staff_BBM | SourceAddress=E27B3010 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | CurrentAction=1 | CurrentStateTime=0.256963
25167	25189	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=96972.864 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentMovementAni=Hero_Stand_None_Staff_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
25190	25213	HIT STARTRECOVER BEGIN STACK	ElapsedMs=96972.917 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentStateTime=0.578936 | CurrentMovementAni=Hero_Stand_None_Staff_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
25214	25238	PRIMARYFIRST StopMotion	ElapsedMs=96972.995
25239	25265	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=96973.020 | Actor=PC_Hero
25266	25290	PRIMARYFIRST PlayMotion	ElapsedMs=96973.019
25291	25313	COMBATMOVE STARTRECOVER END	ElapsedMs=96973.101 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Stand_None_Staff_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
25314	25330	C1 CLEANUP FULFILLED	ElapsedMs=96973.161 | Actor=PC_Hero | Generation=25 | Status=PERSISTED | Source=Wrestling Staff_BBM | SourceAddress=E27B3010 | ActualGroup=5 | PhysicalCollisionChanged=0
25331	25357	ENGINE SetCollisionGroup	ElapsedMs=96973.176 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=1 | PlayerAniPhase=3 | PlayerStateTime=0.578936 | PlayerCurrentMovementAni=Hero_Stand_None_Staff_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
25358	25377	NATIVE CLEANUP CALL SITE	ElapsedMs=96973.195 | Source=Wrestling Staff_BBM | SourceAddress=E27B3010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
25378	25407	OUTER_FRAME CLEANUP	ElapsedMs=96973.215 | Actor=PC_Hero | Source=Wrestling Staff_BBM | SourceAddress=E27B3010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=1 | CurrentStateTime=0.578936
25408	25447	AISETSTATE CALLSITE	ElapsedMs=96973.242 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentStateTime=0.578936 | CurrentMovementAni=Hero_Stand_None_Staff_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
25448	25472	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=96973.281 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.578936
25473	25495	C1 FINALIZATION	ElapsedMs=96973.303 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=25 | Status=PERSISTED | PhysicalCollisionChanged=0
25496	25520	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=96973.323 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
25521	25547	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=98071.380 | Actor=PC_Hero
