StartLine	EndLine	Event	SelectedFields
271242	271261	NATIVE CLEANUP CALL SITE	ElapsedMs=689574.319 | Source=It_2H_Sword_Flamberge | SourceAddress=BFDCB010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
271262	271291	OUTER_FRAME CLEANUP	ElapsedMs=689574.342 | Actor=PC_Hero | Source=It_2H_Sword_Flamberge | SourceAddress=BFDCB010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=30 | CurrentStateTime=0.404963
271292	271331	AISETSTATE CALLSITE	ElapsedMs=689574.396 | Actor=PC_Hero | CurrentAction=30 | CurrentAniPhase=3 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_SitKnockDown_None_2H_P0_GetUpAttack_Hit_N_Fwd_00_%_00_P1_100_R.xmot
271332	271356	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=689574.445 | Actor=PC_Hero | CurrentAction=30 | CurrentStateTime=0.000000
271357	271379	C1 FINALIZATION	ElapsedMs=689574.496 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=821 | Status=PERSISTED | PhysicalCollisionChanged=0
271380	271404	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=689574.515 | Actor=PC_Hero | CurrentAction=30 | CurrentStateTime=0.000000
271405	271431	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=689827.483 | Actor=PC_Hero
271432	271456	PRIMARYFIRST PlayMotion	ElapsedMs=689827.481
271457	271496	AISETSTATE CALLSITE	ElapsedMs=689875.754 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.289986 | CurrentMovementAni=Hero_Stand_None_2H_P1_Ambient_Loop_N_Fwd_00_%_00_P1_0.xmot
271497	271521	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=689875.825 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.289986
271522	271546	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=689875.849 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
271547	271563	C1 LIFECYCLE START	ElapsedMs=689887.013 | Actor=PC_Hero | Generation=824 | Status=CANDIDATE | PhysicalCollisionChanged=0
271564	271577	C1-O2 OUTER BINDING	ElapsedMs=689887.063 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=824 | Status=CANDIDATE | PhysicalCollisionChanged=0
271578	271602	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=689887.075 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
271603	271627	PRIMARYFIRST StopMotion	ElapsedMs=689887.114
271628	271659	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=689887.153 | Actor=PC_Hero
271660	271684	PRIMARYFIRST PlayMotion	ElapsedMs=689887.151
271685	271695	C1 LIFECYCLE STATUS	ElapsedMs=689887.252 | Event=PERSISTED | Actor=PC_Hero | Generation=824 | Status=PERSISTED | PhysicalCollisionChanged=0
271696	271720	MARKER OWNERSHIP DECISION	ElapsedMs=689887.268 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
271721	271737	C1 OFFENSE REQUEST	ElapsedMs=690141.027 | Actor=PC_Hero | Generation=824 | Status=PERSISTED | Source=It_2H_Sword_Flamberge | SourceAddress=BFDCB010 | ActualGroup=7 | PhysicalCollisionChanged=0
271738	271764	ENGINE SetCollisionGroup	ElapsedMs=690141.060 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=1 | PlayerAniPhase=1 | PlayerStateTime=0.253979 | PlayerCurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
