StartLine	EndLine	Event	SelectedFields
206187	206213	ENGINE SetCollisionGroup	ElapsedMs=572814.102 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=1 | PlayerAniPhase=3 | PlayerStateTime=0.571954 | PlayerCurrentMovementAni=Hero_Stand_None_Staff_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
206214	206233	NATIVE CLEANUP CALL SITE	ElapsedMs=572814.120 | Source=Wrestling Staff_BBM | SourceAddress=E6F65C10 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
206234	206263	OUTER_FRAME CLEANUP	ElapsedMs=572814.139 | Actor=PC_Hero | Source=Wrestling Staff_BBM | SourceAddress=E6F65C10 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=1 | CurrentStateTime=0.571954
206264	206303	AISETSTATE CALLSITE	ElapsedMs=572814.287 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentStateTime=0.571954 | CurrentMovementAni=Hero_Stand_None_Staff_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
206304	206328	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=572814.326 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.571954
206329	206351	C1 FINALIZATION	ElapsedMs=572814.346 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=457 | Status=PERSISTED | PhysicalCollisionChanged=0
206352	206376	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=572814.365 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
206377	206401	PRIMARYFIRST StopMotion	ElapsedMs=572864.986
206402	206426	PRIMARYFIRST StopMotion	ElapsedMs=572865.039
206427	206453	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=572865.071 | Actor=PC_Hero
206454	206478	PRIMARYFIRST PlayMotion	ElapsedMs=572865.070
206479	206503	PRIMARYFIRST StopMotion	ElapsedMs=573079.323
206504	206530	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=573079.373 | Actor=PC_Hero
206531	206555	PRIMARYFIRST PlayMotion	ElapsedMs=573079.372
206556	206580	PRIMARYFIRST StopMotion	ElapsedMs=573405.349
206581	206607	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=573405.415 | Actor=PC_Hero
206608	206632	PRIMARYFIRST PlayMotion	ElapsedMs=573405.413
206633	206657	PRIMARYFIRST StopMotion	ElapsedMs=576906.173
206658	206684	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=576906.228 | Actor=PC_Hero
206685	206709	PRIMARYFIRST PlayMotion	ElapsedMs=576906.226
206710	206734	PRIMARYFIRST StopMotion	ElapsedMs=576950.155
206735	206759	PRIMARYFIRST StopMotion	ElapsedMs=576950.207
206760	206786	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=576950.234 | Actor=PC_Hero
206787	206811	PRIMARYFIRST PlayMotion	ElapsedMs=576950.232
206812	206836	PRIMARYFIRST StopMotion	ElapsedMs=577060.376
206837	206863	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=577060.426 | Actor=PC_Hero
206864	206888	PRIMARYFIRST PlayMotion	ElapsedMs=577060.426
206889	206913	PRIMARYFIRST StopMotion	ElapsedMs=577190.692
206914	206940	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=577190.745 | Actor=PC_Hero
206941	206965	PRIMARYFIRST PlayMotion	ElapsedMs=577190.744
206966	206990	PRIMARYFIRST StopMotion	ElapsedMs=577208.170
206991	207017	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=577208.222 | Actor=PC_Hero
207018	207042	PRIMARYFIRST PlayMotion	ElapsedMs=577208.220
207043	207067	PRIMARYFIRST StopMotion	ElapsedMs=577233.168
207068	207094	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=577233.221 | Actor=PC_Hero
207095	207119	PRIMARYFIRST PlayMotion	ElapsedMs=577233.219
207120	207144	PRIMARYFIRST StopMotion	ElapsedMs=577631.016
207145	207169	PRIMARYFIRST StopMotion	ElapsedMs=577631.070
207170	207196	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=577631.095 | Actor=PC_Hero
207197	207221	PRIMARYFIRST PlayMotion	ElapsedMs=577631.094
207222	207261	AISETSTATE CALLSITE	ElapsedMs=578018.278 | Actor=PC_Hero | CurrentAction=68 | CurrentAniPhase=9 | CurrentStateTime=1.490070 | CurrentMovementAni=Hero_Stand_None_2H_P0_Move_Run_N_Fwd_00_%_00_P0_400.xmot
207262	207286	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=578018.345 | Actor=PC_Hero | CurrentAction=68 | CurrentStateTime=1.490070
207287	207311	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=578018.366 | Actor=PC_Hero | CurrentAction=68 | CurrentStateTime=0.000000
207312	207336	PRIMARYFIRST StopMotion	ElapsedMs=578593.241
207337	207363	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=578593.299 | Actor=PC_Hero
207364	207388	PRIMARYFIRST PlayMotion	ElapsedMs=578593.298
207389	207428	AISETSTATE CALLSITE	ElapsedMs=578925.755 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=8 | CurrentStateTime=0.894990 | CurrentMovementAni=Hero_Stand_None_2H_P0_Move_Walk_N_Fwd_00_%_00_P0_160.xmot
207429	207453	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=578925.826 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.894990
207454	207478	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=578925.910 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
207479	207518	AISETSTATE CALLSITE	ElapsedMs=578936.198 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=8 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_2H_P0_Move_Walk_N_Fwd_00_%_00_P0_160.xmot
207519	207543	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=578936.265 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
207544	207568	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=578936.287 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
207569	207593	PRIMARYFIRST StopMotion	ElapsedMs=578946.108
207594	207618	PRIMARYFIRST StopMotion	ElapsedMs=578946.277
207619	207645	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=578946.308 | Actor=PC_Hero
207646	207670	PRIMARYFIRST PlayMotion	ElapsedMs=578946.307
207671	207697	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=579041.081 | Actor=PC_Hero
207698	207722	PRIMARYFIRST PlayMotion	ElapsedMs=579041.079
207723	207762	AISETSTATE CALLSITE	ElapsedMs=580540.454 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=1.592834 | CurrentMovementAni=Hero_Parade_None_2H_P0_Ambient_Loop_N_Fwd_00_%_00_P0_0.xmot
