File	StartLine	EndLine	Bytes
full_source_part_001.txt	1	284	59683
full_source_part_002.txt	285	496	59722
full_source_part_003.txt	497	752	59816
full_source_part_004.txt	753	1029	59846
full_source_part_005.txt	1030	1263	59848
full_source_part_006.txt	1264	1542	59792
full_source_part_007.txt	1543	1805	59882
full_source_part_008.txt	1806	2063	59689
full_source_part_009.txt	2064	2342	59683
full_source_part_010.txt	2343	2574	59691
full_source_part_011.txt	2575	2692	27101
