StartLine	EndLine	Event	SelectedFields
70110	70120	C1 LIFECYCLE STATUS	ElapsedMs=278575.467 | Event=PERSISTED | Actor=PC_Hero | Generation=68 | Status=PERSISTED | PhysicalCollisionChanged=0
70121	70137	C1 OFFENSE REQUEST	ElapsedMs=278689.561 | Actor=PC_Hero | Generation=68 | Status=PERSISTED | Source=It_1H_Sword_Rust_01 | SourceAddress=E6F5A410 | ActualGroup=7 | PhysicalCollisionChanged=0
70138	70164	ENGINE SetCollisionGroup	ElapsedMs=278689.595 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=5 | PlayerAniPhase=1 | PlayerStateTime=0.110003 | PlayerCurrentMovementAni=Hero_Stand_Shield_1H_P1_QuickAttackL_Hit_N_Fwd_00_%_00_P50_100_L.xmot
70165	70184	C1-O2-P1 OFFENSE SCOPE	ElapsedMs=278689.621 | SourceAddress=E6F5A410
70185	70214	OUTER_FRAME OFFENSE	ElapsedMs=278689.640 | Actor=PC_Hero | Source=It_1H_Sword_Rust_01 | SourceAddress=E6F5A410 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | CurrentAction=5 | CurrentStateTime=0.110003
70215	70258	AIFULLSTOP CALLSITE	ElapsedMs=278771.426 | Actor=PC_Hero | CurrentAction=5 | CurrentAniPhase=1 | CurrentStateTime=0.200968 | CurrentMovementAni=Hero_Stand_Shield_1H_P1_QuickAttackL_Hit_N_Fwd_00_%_00_P50_100_L.xmot
70259	70295	COMBATMOVE FULLSTOP STACK	ElapsedMs=278771.501 | Actor=PC_Hero | CurrentAction=5 | CurrentAniPhase=1 | CurrentStateTime=0.200968 | CurrentMovementAni=Hero_Stand_Shield_1H_P1_QuickAttackL_Hit_N_Fwd_00_%_00_P50_100_L.xmot
70296	70336	AISETSTATE CALLSITE	ElapsedMs=278771.623 | Actor=PC_Hero | CurrentAction=5 | CurrentAniPhase=1 | CurrentStateTime=0.200968 | CurrentMovementAni=Hero_Stand_Shield_1H_P1_QuickAttackL_Hit_N_Fwd_00_%_00_P50_100_L.xmot
70337	70361	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=278771.678 | Actor=PC_Hero | CurrentAction=5 | CurrentStateTime=0.200968
70362	70378	C1 CLEANUP FULFILLED	ElapsedMs=278771.733 | Actor=PC_Hero | Generation=68 | Status=PERSISTED | Source=It_1H_Sword_Rust_01 | SourceAddress=E6F5A410 | ActualGroup=5 | PhysicalCollisionChanged=0
70379	70405	ENGINE SetCollisionGroup	ElapsedMs=278771.762 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=5 | PlayerAniPhase=1 | PlayerStateTime=0.000000 | PlayerCurrentMovementAni=Hero_Stand_Shield_1H_P1_QuickAttackL_Hit_N_Fwd_00_%_00_P50_100_L.xmot
70406	70428	NATIVE CLEANUP CALL SITE	ElapsedMs=278771.807 | Source=It_1H_Sword_Rust_01 | SourceAddress=E6F5A410 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
70429	70458	OUTER_FRAME CLEANUP	ElapsedMs=278771.902 | Actor=PC_Hero | Source=It_1H_Sword_Rust_01 | SourceAddress=E6F5A410 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=5 | CurrentStateTime=0.000000
70459	70503	C1 FINALIZATION	ElapsedMs=278771.926 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=68 | Status=PERSISTED | PhysicalCollisionChanged=1
70504	70528	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=278771.961 | Actor=PC_Hero | CurrentAction=5 | CurrentStateTime=0.000000
70529	70555	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=278982.306 | Actor=PC_Hero
70556	70580	PRIMARYFIRST PlayMotion	ElapsedMs=278982.304
70581	70620	AISETSTATE CALLSITE	ElapsedMs=280072.427 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=1.296927 | CurrentMovementAni=Hero_Stand_Shield_1H_P0_Ambient_Loop_N_Fwd_00_%_00_P0_0.xmot
70621	70645	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=280072.498 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=1.296927
70646	70670	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=280072.519 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
70671	70692	C1 LIFECYCLE START	ElapsedMs=280084.022 | Actor=PC_Hero | Generation=69 | Status=CANDIDATE | PhysicalCollisionChanged=0
70693	70706	C1-O2 OUTER BINDING	ElapsedMs=280084.059 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=69 | Status=CANDIDATE | PhysicalCollisionChanged=0
70707	70731	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=280084.076 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
70732	70756	PRIMARYFIRST StopMotion	ElapsedMs=280084.429
70757	70790	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=280084.459 | Actor=PC_Hero
70791	70815	PRIMARYFIRST PlayMotion	ElapsedMs=280084.458
