StartLine	EndLine	Event	SelectedFields
93113	93152	AISETSTATE CALLSITE	ElapsedMs=336820.411 | Actor=PC_Hero | CurrentAction=29 | CurrentAniPhase=4 | CurrentStateTime=2.011913 | CurrentMovementAni=Hero_LieKnockDown_None_2H_P0_SitKnockDown_Begin_N_Back_00_%_00_P0_0.xmot
93153	93177	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=336820.489 | Actor=PC_Hero | CurrentAction=29 | CurrentStateTime=2.011913
93178	93204	C1 FINALIZATION	ElapsedMs=336820.518 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=126 | Status=PERSISTED | PhysicalCollisionChanged=0
93205	93229	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=336820.543 | Actor=PC_Hero | CurrentAction=29 | CurrentStateTime=0.000000
93230	93269	AISETSTATE CALLSITE	ElapsedMs=336820.565 | Actor=PC_Hero | CurrentAction=29 | CurrentAniPhase=4 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_LieKnockDown_None_2H_P0_SitKnockDown_Begin_N_Back_00_%_00_P0_0.xmot
93270	93294	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=336820.605 | Actor=PC_Hero | CurrentAction=29 | CurrentStateTime=0.000000
93295	93319	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=336820.626 | Actor=PC_Hero | CurrentAction=29 | CurrentStateTime=0.000000
93320	93336	C1 LIFECYCLE START	ElapsedMs=336833.537 | Actor=PC_Hero | Generation=129 | Status=OUTER_BOUND | PhysicalCollisionChanged=0
93337	93352	C1-O2 OUTER BINDING	ElapsedMs=336833.572 | Event=PRECOMBAT_ACQUIRED | Actor=PC_Hero | Generation=129 | Status=OUTER_BOUND | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | PhysicalCollisionChanged=0
93353	93369	C1 OFFENSE REQUEST	ElapsedMs=336833.587 | Actor=PC_Hero | Generation=129 | Status=OUTER_BOUND | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | ActualGroup=7 | PhysicalCollisionChanged=0
93370	93396	ENGINE SetCollisionGroup	ElapsedMs=336833.600 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=30 | PlayerAniPhase=4 | PlayerStateTime=0.000000 | PlayerCurrentMovementAni=Hero_LieKnockDown_None_2H_P0_SitKnockDown_Begin_N_Back_00_%_00_P0_0.xmot
93397	93416	C1-O2-P1 OFFENSE SCOPE	ElapsedMs=336833.626 | SourceAddress=E6F50010
93417	93446	OUTER_FRAME OFFENSE	ElapsedMs=336833.641 | Actor=PC_Hero | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | CurrentAction=30 | CurrentStateTime=0.000000
93447	93463	C1-O2 OUTER BINDING	ElapsedMs=336833.677 | Event=PRECOMBAT_BRIDGE_CONSUMED | Actor=PC_Hero | Generation=129 | Status=PERSISTED | PhysicalCollisionChanged=0
93464	93488	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=336833.694 | Actor=PC_Hero | CurrentAction=30 | CurrentStateTime=0.000000
93489	93513	PRIMARYFIRST StopMotion	ElapsedMs=336833.731
93514	93546	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=336833.756 | Actor=PC_Hero
93547	93571	PRIMARYFIRST PlayMotion	ElapsedMs=336833.754
93572	93588	C1-O2-P1 DISPATCH RETURN	ElapsedMs=336833.852
93589	93605	C1 OFFENSE REQUEST	ElapsedMs=336933.758 | Actor=PC_Hero | Generation=129 | Status=PERSISTED | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | ActualGroup=7 | PhysicalCollisionChanged=0
93606	93632	ENGINE SetCollisionGroup	ElapsedMs=336933.795 | RequestedGroup=7 | BeforeGroup=7 | AfterGroup=7 | PlayerAction=30 | PlayerAniPhase=1 | PlayerStateTime=0.100985 | PlayerCurrentMovementAni=Hero_SitKnockDown_None_2H_P0_GetUpAttack_Hit_N_Fwd_00_%_00_P1_100_R.xmot
93633	93652	C1-O2-P1 OFFENSE SCOPE	ElapsedMs=336933.822 | SourceAddress=E6F50010
93653	93682	OUTER_FRAME OFFENSE	ElapsedMs=336933.836 | Actor=PC_Hero | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | RequestedGroup=7 | BeforeGroup=7 | AfterGroup=7 | CurrentAction=30 | CurrentStateTime=0.100985
93683	93707	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=337086.901 | Actor=Golem | CurrentAction=26 | CurrentStateTime=0.000000
93708	93730	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=337238.253 | Actor=PC_Hero | CurrentAction=30 | CurrentAniPhase=1 | CurrentMovementAni=Hero_SitKnockDown_None_2H_P0_GetUpAttack_Hit_N_Fwd_00_%_00_P1_100_R.xmot
93731	93754	HIT STARTRECOVER BEGIN STACK	ElapsedMs=337238.308 | Actor=PC_Hero | CurrentAction=30 | CurrentAniPhase=1 | CurrentStateTime=0.404979 | CurrentMovementAni=Hero_SitKnockDown_None_2H_P0_GetUpAttack_Hit_N_Fwd_00_%_00_P1_100_R.xmot
93755	93779	PRIMARYFIRST StopMotion	ElapsedMs=337238.360
93780	93806	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=337238.384 | Actor=PC_Hero
93807	93831	PRIMARYFIRST PlayMotion	ElapsedMs=337238.383
93832	93854	COMBATMOVE STARTRECOVER END	ElapsedMs=337238.455 | Actor=PC_Hero | CurrentAction=30 | CurrentAniPhase=3 | CurrentMovementAni=Hero_SitKnockDown_None_2H_P0_GetUpAttack_Hit_N_Fwd_00_%_00_P1_100_R.xmot
93855	93871	C1 CLEANUP FULFILLED	ElapsedMs=337238.510 | Actor=PC_Hero | Generation=129 | Status=PERSISTED | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | ActualGroup=5 | PhysicalCollisionChanged=0
93872	93898	ENGINE SetCollisionGroup	ElapsedMs=337238.525 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=30 | PlayerAniPhase=3 | PlayerStateTime=0.404979 | PlayerCurrentMovementAni=Hero_SitKnockDown_None_2H_P0_GetUpAttack_Hit_N_Fwd_00_%_00_P1_100_R.xmot
93899	93919	NATIVE CLEANUP CALL SITE	ElapsedMs=337238.545 | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
93920	93949	OUTER_FRAME CLEANUP	ElapsedMs=337238.567 | Actor=PC_Hero | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=30 | CurrentStateTime=0.404979
93950	93989	AISETSTATE CALLSITE	ElapsedMs=337238.608 | Actor=PC_Hero | CurrentAction=30 | CurrentAniPhase=3 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_SitKnockDown_None_2H_P0_GetUpAttack_Hit_N_Fwd_00_%_00_P1_100_R.xmot
