StartLine	EndLine	Event	SelectedFields
113436	113460	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=360715.785 | Actor=PC_Hero | CurrentAction=29 | CurrentStateTime=0.000000
113461	113500	AISETSTATE CALLSITE	ElapsedMs=360715.810 | Actor=PC_Hero | CurrentAction=29 | CurrentAniPhase=4 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_LieKnockDown_None_2H_P0_SitKnockDown_Begin_N_Back_00_%_00_P0_0.xmot
113501	113525	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=360715.849 | Actor=PC_Hero | CurrentAction=29 | CurrentStateTime=0.000000
113526	113550	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=360715.869 | Actor=PC_Hero | CurrentAction=29 | CurrentStateTime=0.000000
113551	113567	C1 LIFECYCLE START	ElapsedMs=360726.405 | Actor=PC_Hero | Generation=200 | Status=OUTER_BOUND | PhysicalCollisionChanged=0
113568	113583	C1-O2 OUTER BINDING	ElapsedMs=360726.439 | Event=PRECOMBAT_ACQUIRED | Actor=PC_Hero | Generation=200 | Status=OUTER_BOUND | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | PhysicalCollisionChanged=0
113584	113600	C1 OFFENSE REQUEST	ElapsedMs=360726.459 | Actor=PC_Hero | Generation=200 | Status=OUTER_BOUND | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | ActualGroup=7 | PhysicalCollisionChanged=0
113601	113627	ENGINE SetCollisionGroup	ElapsedMs=360726.476 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=30 | PlayerAniPhase=4 | PlayerStateTime=0.000000 | PlayerCurrentMovementAni=Hero_LieKnockDown_None_2H_P0_SitKnockDown_Begin_N_Back_00_%_00_P0_0.xmot
113628	113647	C1-O2-P1 OFFENSE SCOPE	ElapsedMs=360726.500 | SourceAddress=E6F50010
113648	113677	OUTER_FRAME OFFENSE	ElapsedMs=360726.515 | Actor=PC_Hero | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | CurrentAction=30 | CurrentStateTime=0.000000
113678	113694	C1-O2 OUTER BINDING	ElapsedMs=360726.546 | Event=PRECOMBAT_BRIDGE_CONSUMED | Actor=PC_Hero | Generation=200 | Status=PERSISTED | PhysicalCollisionChanged=0
113695	113719	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=360726.560 | Actor=PC_Hero | CurrentAction=30 | CurrentStateTime=0.000000
113720	113744	PRIMARYFIRST StopMotion	ElapsedMs=360726.595
113745	113777	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=360726.663 | Actor=PC_Hero
113778	113802	PRIMARYFIRST PlayMotion	ElapsedMs=360726.661
113803	113819	C1-O2-P1 DISPATCH RETURN	ElapsedMs=360726.760
113820	113836	C1 OFFENSE REQUEST	ElapsedMs=360833.747 | Actor=PC_Hero | Generation=200 | Status=PERSISTED | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | ActualGroup=7 | PhysicalCollisionChanged=0
113837	113863	ENGINE SetCollisionGroup	ElapsedMs=360833.781 | RequestedGroup=7 | BeforeGroup=7 | AfterGroup=7 | PlayerAction=30 | PlayerAniPhase=1 | PlayerStateTime=0.106996 | PlayerCurrentMovementAni=Hero_SitKnockDown_None_2H_P0_GetUpAttack_Hit_N_Fwd_00_%_00_P1_100_R.xmot
113864	113883	C1-O2-P1 OFFENSE SCOPE	ElapsedMs=360833.813 | SourceAddress=E6F50010
113884	113913	OUTER_FRAME OFFENSE	ElapsedMs=360833.830 | Actor=PC_Hero | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | RequestedGroup=7 | BeforeGroup=7 | AfterGroup=7 | CurrentAction=30 | CurrentStateTime=0.106996
113914	113936	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=361129.341 | Actor=PC_Hero | CurrentAction=30 | CurrentAniPhase=1 | CurrentMovementAni=Hero_SitKnockDown_None_2H_P0_GetUpAttack_Hit_N_Fwd_00_%_00_P1_100_R.xmot
113937	113960	HIT STARTRECOVER BEGIN STACK	ElapsedMs=361129.391 | Actor=PC_Hero | CurrentAction=30 | CurrentAniPhase=1 | CurrentStateTime=0.401986 | CurrentMovementAni=Hero_SitKnockDown_None_2H_P0_GetUpAttack_Hit_N_Fwd_00_%_00_P1_100_R.xmot
113961	113985	PRIMARYFIRST StopMotion	ElapsedMs=361129.443
113986	114012	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=361129.467 | Actor=PC_Hero
114013	114037	PRIMARYFIRST PlayMotion	ElapsedMs=361129.466
114038	114060	COMBATMOVE STARTRECOVER END	ElapsedMs=361129.538 | Actor=PC_Hero | CurrentAction=30 | CurrentAniPhase=3 | CurrentMovementAni=Hero_SitKnockDown_None_2H_P0_GetUpAttack_Hit_N_Fwd_00_%_00_P1_100_R.xmot
114061	114077	C1 CLEANUP FULFILLED	ElapsedMs=361129.591 | Actor=PC_Hero | Generation=200 | Status=PERSISTED | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | ActualGroup=5 | PhysicalCollisionChanged=0
114078	114104	ENGINE SetCollisionGroup	ElapsedMs=361129.607 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=30 | PlayerAniPhase=3 | PlayerStateTime=0.401986 | PlayerCurrentMovementAni=Hero_SitKnockDown_None_2H_P0_GetUpAttack_Hit_N_Fwd_00_%_00_P1_100_R.xmot
114105	114125	NATIVE CLEANUP CALL SITE	ElapsedMs=361129.626 | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
114126	114155	OUTER_FRAME CLEANUP	ElapsedMs=361129.650 | Actor=PC_Hero | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=30 | CurrentStateTime=0.401986
114156	114195	AISETSTATE CALLSITE	ElapsedMs=361129.690 | Actor=PC_Hero | CurrentAction=30 | CurrentAniPhase=3 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_SitKnockDown_None_2H_P0_GetUpAttack_Hit_N_Fwd_00_%_00_P1_100_R.xmot
114196	114220	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=361129.729 | Actor=PC_Hero | CurrentAction=30 | CurrentStateTime=0.000000
114221	114247	C1 FINALIZATION	ElapsedMs=361129.751 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=200 | Status=PERSISTED | PhysicalCollisionChanged=0
114248	114272	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=361129.774 | Actor=PC_Hero | CurrentAction=30 | CurrentStateTime=0.000000
114273	114299	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=361379.070 | Actor=PC_Hero
114300	114324	PRIMARYFIRST PlayMotion	ElapsedMs=361379.068
114325	114364	AISETSTATE CALLSITE	ElapsedMs=361421.995 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.281999 | CurrentMovementAni=Hero_Stand_None_2H_P1_Ambient_Loop_N_Fwd_00_%_00_P1_0.xmot
114365	114389	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=361422.062 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.281999
114390	114414	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=361422.089 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
114415	114431	C1 LIFECYCLE START	ElapsedMs=361432.709 | Actor=PC_Hero | Generation=201 | Status=CANDIDATE | PhysicalCollisionChanged=0
114432	114456	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=361432.744 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
114457	114481	PRIMARYFIRST StopMotion	ElapsedMs=361432.781
114482	114512	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=361432.807 | Actor=PC_Hero
114513	114537	PRIMARYFIRST PlayMotion	ElapsedMs=361432.806
114538	114548	C1 LIFECYCLE STATUS	ElapsedMs=361432.897 | Event=PERSISTED | Actor=PC_Hero | Generation=201 | Status=PERSISTED | PhysicalCollisionChanged=0
114549	114565	C1 LIFECYCLE START	ElapsedMs=361598.291 | Actor=PC_Hero | Generation=202 | Status=CANDIDATE | PhysicalCollisionChanged=0
114566	114579	C1-O2 OUTER BINDING	ElapsedMs=361598.324 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=202 | Status=CANDIDATE | PhysicalCollisionChanged=0
114580	114604	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=361598.336 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.165991
114605	114629	PRIMARYFIRST StopMotion	ElapsedMs=361598.373
114630	114663	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=361598.399 | Actor=PC_Hero
114664	114688	PRIMARYFIRST PlayMotion	ElapsedMs=361598.398
114689	114699	C1 LIFECYCLE STATUS	ElapsedMs=361598.503 | Event=PERSISTED | Actor=PC_Hero | Generation=202 | Status=PERSISTED | PhysicalCollisionChanged=0
114700	114724	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=361617.789 | Actor=Golem | CurrentAction=51 | CurrentStateTime=0.000000
114725	114739	G3AB_COL_RIGHT RECEIVED	ElapsedMs=361871.200 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
114740	114756	C1 OFFENSE REQUEST	ElapsedMs=361871.233 | Actor=PC_Hero | Generation=202 | Status=PERSISTED | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | ActualGroup=7 | PhysicalCollisionChanged=0
