StartLine	EndLine	Event	SelectedFields
43734	43758	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=170361.461 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
43759	43785	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=170643.005 | Actor=PC_Hero
43786	43810	PRIMARYFIRST PlayMotion	ElapsedMs=170643.003
43811	43850	AISETSTATE CALLSITE	ElapsedMs=171233.764 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.871574 | CurrentMovementAni=Hero_Stand_1H_1H_P0_Ambient_Loop_N_Fwd_00_%_00_P0_0.xmot
43851	43875	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=171233.833 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.871574
43876	43900	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=171233.860 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
43901	43922	C1 LIFECYCLE START	ElapsedMs=171254.800 | Actor=PC_Hero | Generation=45 | Status=CANDIDATE | PhysicalCollisionChanged=0
43923	43936	C1-O2 OUTER BINDING	ElapsedMs=171254.837 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=45 | Status=CANDIDATE | PhysicalCollisionChanged=0
43937	43961	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=171254.859 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
43962	43986	PRIMARYFIRST StopMotion	ElapsedMs=171254.895
43987	44020	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=171254.921 | Actor=PC_Hero
44021	44045	PRIMARYFIRST PlayMotion	ElapsedMs=171254.920
44046	44056	C1 LIFECYCLE STATUS	ElapsedMs=171255.018 | Event=PERSISTED | Actor=PC_Hero | Generation=45 | Status=PERSISTED | PhysicalCollisionChanged=0
44057	44085	MARKER OWNERSHIP DECISION	ElapsedMs=171255.033 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_1H_1H_P0_Attack_Hit_N_Fwd_00_%_00_P1_118_R.xmot
44086	44104	G3AB_COL_LEFT RECEIVED	ElapsedMs=171504.327 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_1H_1H_P0_Attack_Hit_N_Fwd_00_%_00_P1_118_R.xmot
44105	44121	C1 OFFENSE REQUEST	ElapsedMs=171504.360 | Actor=PC_Hero | Generation=45 | Status=PERSISTED | Source=It_1H_Sword_Rust_01 | SourceAddress=E6EEB810 | ActualGroup=7 | PhysicalCollisionChanged=0
44122	44148	ENGINE SetCollisionGroup	ElapsedMs=171504.406 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=1 | PlayerAniPhase=1 | PlayerStateTime=0.272051 | PlayerCurrentMovementAni=Hero_Stand_1H_1H_P0_Attack_Hit_N_Fwd_00_%_00_P1_118_R.xmot
44149	44168	C1-O2-P1 OFFENSE SCOPE	ElapsedMs=171504.449 | SourceAddress=E6EEB810
