Line	Signal	Text
5	CLEAR_TRIGGERED_LIST	C1Repair: exact outstanding live equipped Item_Attack source -> Item_Equipped after native AISetState opportunity; no ClearTriggeredList.
17	COLLISION_GROUP	CORE COLLISION_GROUP ElapsedMs=26179.486 Source=Fist_Sabertooth UseType=8 Owner=<unresolved> Slot=NONE Requested=7 Before=0 After=0 MarkerBitsRetired=0
24	ON_DAMAGE	CORE ONDAMAGE ElapsedMs=26296.621 Ordinal=1 Target=PC_Hero Arg1=Fist_Sabertooth Arg2=Sabertooth Caller=Game.dll+0x0016E348 PlayerAction=0 PlayerPhase=5 PlayerMotion=Hero_Stand_None_None_P0_Ambient_Loop_N_Fwd_00_%_02_P0_0.xmot Raw8Fist=<none> Raw8UseType=-1 Raw8Group=-1
28	C1_FINAL	CORE C1_FINAL ElapsedMs=26575.933 Actor=PC_Hero Generation=2 Status=PERSISTED SourceCount=0 PhysicalChanged=0
29	C1_FINAL	CORE C1_FINAL ElapsedMs=26704.269 Actor=Sabertooth Generation=1 Status=PERSISTED SourceCount=1 PhysicalChanged=0 Source[0]=Fist_Sabertooth Side=RIGHT Outstanding=0 Cleanup=0 Outcome=NO_OP_NO_OUTSTANDING
35	COLLISION_GROUP	CORE COLLISION_GROUP ElapsedMs=28044.411 Source=Fist_Sabertooth UseType=8 Owner=<unresolved> Slot=NONE Requested=7 Before=0 After=0 MarkerBitsRetired=0
42	ON_DAMAGE	CORE ONDAMAGE ElapsedMs=28163.379 Ordinal=2 Target=PC_Hero Arg1=Fist_Sabertooth Arg2=Sabertooth Caller=Game.dll+0x0016E348 PlayerAction=0 PlayerPhase=5 PlayerMotion=Hero_Stand_None_None_P0_Ambient_Loop_N_Fwd_00_%_02_P0_0.xmot Raw8Fist=<none> Raw8UseType=-1 Raw8Group=-1
46	C1_FINAL	CORE C1_FINAL ElapsedMs=28444.000 Actor=PC_Hero Generation=4 Status=PERSISTED SourceCount=0 PhysicalChanged=0
47	C1_FINAL	CORE C1_FINAL ElapsedMs=28560.505 Actor=Sabertooth Generation=3 Status=PERSISTED SourceCount=1 PhysicalChanged=0 Source[0]=Fist_Sabertooth Side=RIGHT Outstanding=0 Cleanup=0 Outcome=NO_OP_NO_OUTSTANDING
60	COLLISION_GROUP	CORE COLLISION_GROUP ElapsedMs=30006.188 Source=Fist_Sabertooth UseType=8 Owner=<unresolved> Slot=NONE Requested=7 Before=0 After=0 MarkerBitsRetired=0
66	ON_DAMAGE	CORE ONDAMAGE ElapsedMs=30037.516 Ordinal=3 Target=PC_Hero Arg1=Fist_Sabertooth Arg2=Sabertooth Caller=Game.dll+0x0016E348 PlayerAction=0 PlayerPhase=6 PlayerMotion=Hero_Stand_None_1H_P0_HoldRight_End_N_Fwd_00_%_00_P0_0.xmot Raw8Fist=<none> Raw8UseType=-1 Raw8Group=-1
70	C1_FINAL	CORE C1_FINAL ElapsedMs=30315.664 Actor=Sabertooth Generation=5 Status=PERSISTED SourceCount=1 PhysicalChanged=0 Source[0]=Fist_Sabertooth Side=RIGHT Outstanding=0 Cleanup=0 Outcome=NO_OP_NO_OUTSTANDING
71	C1_FINAL	CORE C1_FINAL ElapsedMs=30319.772 Actor=PC_Hero Generation=6 Status=PERSISTED SourceCount=1 PhysicalChanged=0 Source[0]=It_1H_Sword_Rust_01 Side=RIGHT Outstanding=0 Cleanup=0 Outcome=NO_OP_NO_OUTSTANDING
82	COLLISION_GROUP	CORE COLLISION_GROUP ElapsedMs=30542.820 Source=Fist_Sabertooth UseType=8 Owner=<unresolved> Slot=NONE Requested=7 Before=0 After=0 MarkerBitsRetired=0
87	ON_DAMAGE	CORE ONDAMAGE ElapsedMs=30563.540 Ordinal=4 Target=PC_Hero Arg1=Fist_Sabertooth Arg2=Sabertooth Caller=Game.dll+0x0016E348 PlayerAction=0 PlayerPhase=3 PlayerMotion=Hero_Stand_None_1H_P2_StumbleR_Recover_N_Back_00_%_00_P2_0.xmot Raw8Fist=<none> Raw8UseType=-1 Raw8Group=-1
91	C1_FINAL	CORE C1_FINAL ElapsedMs=30842.618 Actor=PC_Hero Generation=8 Status=PERSISTED SourceCount=1 PhysicalChanged=0 Source[0]=It_1H_Sword_Rust_01 Side=RIGHT Outstanding=0 Cleanup=0 Outcome=NO_OP_NO_OUTSTANDING
92	C1_FINAL	CORE C1_FINAL ElapsedMs=30847.823 Actor=Sabertooth Generation=7 Status=PERSISTED SourceCount=1 PhysicalChanged=0 Source[0]=Fist_Sabertooth Side=RIGHT Outstanding=0 Cleanup=0 Outcome=NO_OP_NO_OUTSTANDING
97	COLLISION_GROUP	CORE COLLISION_GROUP ElapsedMs=31206.207 Source=It_1H_Sword_Rust_01 UseType=2 Owner=PC_Hero Slot=RIGHT Requested=7 Before=5 After=7 MarkerBitsRetired=0
100	ON_DAMAGE	CORE ONDAMAGE ElapsedMs=31229.881 Ordinal=5 Target=Sabertooth Arg1=Sabertooth Arg2=Sabertooth Caller=Game.dll+0x00069484 PlayerAction=4 PlayerPhase=1 PlayerMotion=Hero_Stand_None_1H_P0_QuickAttackR_Hit_N_Fwd_00_%_00_P0_100_R.xmot Raw8Fist=<none> Raw8UseType=-1 Raw8Group=-1
104	COLLISION_GROUP	CORE COLLISION_GROUP ElapsedMs=31393.931 Source=It_1H_Sword_Rust_01 UseType=2 Owner=PC_Hero Slot=RIGHT Requested=5 Before=7 After=5 MarkerBitsRetired=1
105	C1_CLEANUP_FULFILLED	CORE C1 CLEANUP FULFILLED ElapsedMs=31393.951 Actor=PC_Hero Generation=9 Status=PERSISTED Source=It_1H_Sword_Rust_01 Side=RIGHT Requests=1 Outstanding=0 CleanupObserved=1 Group=5
106	C1_FINAL	CORE C1_FINAL ElapsedMs=31489.115 Actor=PC_Hero Generation=9 Status=PERSISTED SourceCount=1 PhysicalChanged=0 Source[0]=It_1H_Sword_Rust_01 Side=RIGHT Outstanding=0 Cleanup=1 Outcome=NO_OP_NO_OUTSTANDING
111	C1_FINAL	CORE C1_FINAL ElapsedMs=31640.564 Actor=Sabertooth Generation=10 Status=PERSISTED SourceCount=1 PhysicalChanged=0 Source[0]=Fist_Sabertooth Side=RIGHT Outstanding=0 Cleanup=0 Outcome=NO_OP_NO_OUTSTANDING
118	COLLISION_GROUP	CORE COLLISION_GROUP ElapsedMs=31735.871 Source=It_1H_Sword_Rust_01 UseType=2 Owner=PC_Hero Slot=RIGHT Requested=7 Before=5 After=7 MarkerBitsRetired=0
121	COLLISION_GROUP	CORE COLLISION_GROUP ElapsedMs=31747.506 Source=Fist_Sabertooth UseType=8 Owner=<unresolved> Slot=NONE Requested=7 Before=0 After=0 MarkerBitsRetired=0
122	ON_DAMAGE	CORE ONDAMAGE ElapsedMs=31751.460 Ordinal=6 Target=Sabertooth Arg1=Sabertooth Arg2=Sabertooth Caller=Game.dll+0x00069484 PlayerAction=5 PlayerPhase=1 PlayerMotion=Hero_Stand_None_1H_P0_QuickAttackL_Hit_N_Fwd_00_%_00_P0_100_L.xmot Raw8Fist=<none> Raw8UseType=-1 Raw8Group=-1
129	ON_DAMAGE	CORE ONDAMAGE ElapsedMs=31875.158 Ordinal=7 Target=PC_Hero Arg1=Fist_Sabertooth Arg2=Sabertooth Caller=Game.dll+0x0016E348 PlayerAction=5 PlayerPhase=1 PlayerMotion=Hero_Stand_None_1H_P0_QuickAttackL_Hit_N_Fwd_00_%_00_P0_100_L.xmot Raw8Fist=<none> Raw8UseType=-1 Raw8Group=-1
130	COLLISION_GROUP	CORE COLLISION_GROUP ElapsedMs=31878.405 Source=It_1H_Sword_Rust_01 UseType=2 Owner=PC_Hero Slot=RIGHT Requested=5 Before=7 After=5 MarkerBitsRetired=1
131	C1_CLEANUP_FULFILLED	CORE C1 CLEANUP FULFILLED ElapsedMs=31878.422 Actor=PC_Hero Generation=11 Status=PERSISTED Source=It_1H_Sword_Rust_01 Side=RIGHT Requests=1 Outstanding=0 CleanupObserved=1 Group=5
134	C1_FINAL	CORE C1_FINAL ElapsedMs=32192.599 Actor=Sabertooth Generation=12 Status=PERSISTED SourceCount=1 PhysicalChanged=0 Source[0]=Fist_Sabertooth Side=RIGHT Outstanding=0 Cleanup=0 Outcome=NO_OP_NO_OUTSTANDING
135	C1_FINAL	CORE C1_FINAL ElapsedMs=33657.898 Actor=PC_Hero Generation=13 Status=PERSISTED SourceCount=1 PhysicalChanged=0 Source[0]=It_1H_Sword_Rust_01 Side=RIGHT Outstanding=0 Cleanup=0 Outcome=NO_OP_NO_OUTSTANDING
154	ON_DAMAGE	CORE ONDAMAGE ElapsedMs=34141.843 Ordinal=8 Target=PC_Hero Arg1=Fist_Sabertooth Arg2=Sabertooth Caller=Game.dll+0x0016E348 PlayerAction=21 PlayerPhase=1 PlayerMotion=Hero_Parade_None_1H_P0_ParadeStumbleR_Hit_N_Fwd_00_%_00_P0_90.xmot Raw8Fist=<none> Raw8UseType=-1 Raw8Group=-1
155	COLLISION_GROUP	CORE COLLISION_GROUP ElapsedMs=34141.916 Source=Fist_Sabertooth UseType=8 Owner=<unresolved> Slot=NONE Requested=7 Before=0 After=0 MarkerBitsRetired=0
159	C1_FINAL	CORE C1_FINAL ElapsedMs=34418.978 Actor=PC_Hero Generation=17 Status=PERSISTED SourceCount=1 PhysicalChanged=0 Source[0]=It_1H_Sword_Rust_01 Side=RIGHT Outstanding=0 Cleanup=0 Outcome=NO_OP_NO_OUTSTANDING
160	C1_FINAL	CORE C1_FINAL ElapsedMs=34458.408 Actor=Sabertooth Generation=15 Status=PERSISTED SourceCount=1 PhysicalChanged=0 Source[0]=Fist_Sabertooth Side=RIGHT Outstanding=0 Cleanup=0 Outcome=NO_OP_NO_OUTSTANDING
166	COLLISION_GROUP	CORE COLLISION_GROUP ElapsedMs=35749.175 Source=Fist_Sabertooth UseType=8 Owner=<unresolved> Slot=NONE Requested=7 Before=0 After=0 MarkerBitsRetired=0
