StartLine	EndLine	Event	SelectedFields
244144	244170	ENGINE SetCollisionGroup	ElapsedMs=636067.767 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=25 | PlayerAniPhase=1 | PlayerStateTime=0.179019 | PlayerCurrentMovementAni=Hero_Stand_Shield_1H_P2_QuickStumble_Hit_N_Back_00_%_00_P20_90.xmot
244171	244196	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=636094.095 | Actor=PC_Hero | CurrentAction=25 | CurrentAniPhase=1 | CurrentMovementAni=Hero_Stand_Shield_1H_P2_QuickStumble_Hit_N_Back_00_%_00_P20_90.xmot
244197	244221	PRIMARYFIRST StopMotion	ElapsedMs=636094.564
244222	244248	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=636094.596 | Actor=PC_Hero
244249	244273	PRIMARYFIRST PlayMotion	ElapsedMs=636094.595
244274	244299	COMBATMOVE STARTRECOVER END	ElapsedMs=636094.688 | Actor=PC_Hero | CurrentAction=25 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Stand_Shield_1H_P2_QuickStumble_Hit_N_Back_00_%_00_P20_90.xmot
244300	244339	AISETSTATE CALLSITE	ElapsedMs=636094.791 | Actor=PC_Hero | CurrentAction=25 | CurrentAniPhase=3 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_Shield_1H_P2_QuickStumble_Hit_N_Back_00_%_00_P20_90.xmot
244340	244364	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=636094.874 | Actor=PC_Hero | CurrentAction=25 | CurrentStateTime=0.000000
244365	244399	C1 FINALIZATION	ElapsedMs=636094.910 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=436 | Status=PERSISTED | PhysicalCollisionChanged=0
244400	244424	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=636094.940 | Actor=PC_Hero | CurrentAction=25 | CurrentStateTime=0.000000
244425	244449	PRIMARYFIRST StopMotion	ElapsedMs=636106.817
244450	244474	PRIMARYFIRST StopMotion	ElapsedMs=636106.871
244475	244501	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=636106.897 | Actor=PC_Hero
244502	244526	PRIMARYFIRST PlayMotion	ElapsedMs=636106.895
244527	244551	PRIMARYFIRST StopMotion	ElapsedMs=636174.382
244552	244578	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=636174.435 | Actor=PC_Hero
244579	244603	PRIMARYFIRST PlayMotion	ElapsedMs=636174.434
