StartLine	EndLine	Event	SelectedFields
66918	66957	AISETSTATE CALLSITE	ElapsedMs=208012.493 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Parade_None_1H_P0_Ambient_Loop_N_Fwd_00_%_00_P0_0.xmot
66958	66982	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=208012.536 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
66983	67007	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=208012.558 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
67008	67034	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=208025.530 | Actor=PC_Hero
67035	67059	PRIMARYFIRST PlayMotion	ElapsedMs=208025.528
67060	67076	C1 LIFECYCLE START	ElapsedMs=208025.662 | Actor=PC_Hero | Generation=83 | Status=CANDIDATE | PhysicalCollisionChanged=0
67077	67090	C1-O2 OUTER BINDING	ElapsedMs=208025.679 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=83 | Status=CANDIDATE | PhysicalCollisionChanged=0
67091	67115	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=208025.689 | Actor=PC_Hero | CurrentAction=5 | CurrentStateTime=0.000000
67116	67140	PRIMARYFIRST StopMotion	ElapsedMs=208025.724
67141	67173	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=208025.748 | Actor=PC_Hero
67174	67198	PRIMARYFIRST PlayMotion	ElapsedMs=208025.747
67199	67209	C1 LIFECYCLE STATUS	ElapsedMs=208025.836 | Event=PERSISTED | Actor=PC_Hero | Generation=83 | Status=PERSISTED | PhysicalCollisionChanged=0
67210	67234	MARKER OWNERSHIP DECISION	ElapsedMs=208025.852 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_None_1H_P0_QuickAttackL_Hit_N_Fwd_00_%_00_P0_100_L.xmot
67235	67251	C1 OFFENSE REQUEST	ElapsedMs=208134.946 | Actor=PC_Hero | Generation=83 | Status=PERSISTED | Source=It_1H_Sword_Rust_01 | SourceAddress=E70E8610 | ActualGroup=7 | PhysicalCollisionChanged=0
67252	67278	ENGINE SetCollisionGroup	ElapsedMs=208134.980 | RequestedGroup=7 | BeforeGroup=7 | AfterGroup=7 | PlayerAction=5 | PlayerAniPhase=1 | PlayerStateTime=0.111006 | PlayerCurrentMovementAni=Hero_Stand_None_1H_P0_QuickAttackL_Hit_N_Fwd_00_%_00_P0_100_L.xmot
67279	67298	C1-O2-P1 OFFENSE SCOPE	ElapsedMs=208135.004 | SourceAddress=E70E8610
