StartLine	EndLine	Event	SelectedFields
265762	265781	C1-O2-P1 OFFENSE SCOPE	ElapsedMs=653800.366 | SourceAddress=E6F50010
265782	265811	OUTER_FRAME OFFENSE	ElapsedMs=653800.381 | Actor=PC_Hero | Source=It_1H_Longsword_01 | SourceAddress=E6F50010 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | CurrentAction=4 | CurrentStateTime=0.100025
265812	265836	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=653861.665 | Actor=ReddockOrcScout02 | CurrentAction=25 | CurrentStateTime=0.000000
265837	265861	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=653963.974 | Actor=ReddockOrcWarrior01 | CurrentAction=10 | CurrentStateTime=0.000000
265862	265887	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=654108.661 | Actor=PC_Hero | CurrentAction=4 | CurrentAniPhase=1 | CurrentMovementAni=Hero_Stand_Shield_1H_P0_QuickAttackR_Hit_N_Fwd_00_%_00_P0_100_R.xmot
265888	265912	PRIMARYFIRST StopMotion	ElapsedMs=654108.774
265913	265939	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=654108.799 | Actor=PC_Hero
265940	265964	PRIMARYFIRST PlayMotion	ElapsedMs=654108.798
265965	265990	COMBATMOVE STARTRECOVER END	ElapsedMs=654108.878 | Actor=PC_Hero | CurrentAction=4 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Stand_Shield_1H_P0_QuickAttackR_Hit_N_Fwd_00_%_00_P0_100_R.xmot
265991	266007	C1 CLEANUP FULFILLED	ElapsedMs=654108.940 | Actor=PC_Hero | Generation=506 | Status=PERSISTED | Source=It_1H_Longsword_01 | SourceAddress=E6F50010 | ActualGroup=5 | PhysicalCollisionChanged=0
266008	266034	ENGINE SetCollisionGroup	ElapsedMs=654108.956 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=4 | PlayerAniPhase=3 | PlayerStateTime=0.407981 | PlayerCurrentMovementAni=Hero_Stand_Shield_1H_P0_QuickAttackR_Hit_N_Fwd_00_%_00_P0_100_R.xmot
266035	266055	NATIVE CLEANUP CALL SITE	ElapsedMs=654108.975 | Source=It_1H_Longsword_01 | SourceAddress=E6F50010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
266056	266085	OUTER_FRAME CLEANUP	ElapsedMs=654108.998 | Actor=PC_Hero | Source=It_1H_Longsword_01 | SourceAddress=E6F50010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=4 | CurrentStateTime=0.407981
266086	266110	PRIMARYFIRST StopMotion	ElapsedMs=654120.248
266111	266135	PRIMARYFIRST StopMotion	ElapsedMs=654130.951
