StartLine	EndLine	Event	SelectedFields
287523	287539	C1 OFFENSE REQUEST	ElapsedMs=674525.590 | Actor=PC_Hero | Generation=566 | Status=PERSISTED | Source=It_1H_Longsword_01 | SourceAddress=E6F50010 | ActualGroup=7 | PhysicalCollisionChanged=0
287540	287566	ENGINE SetCollisionGroup	ElapsedMs=674525.626 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=1 | PlayerAniPhase=1 | PlayerStateTime=0.255307 | PlayerCurrentMovementAni=Hero_Stand_Shield_1H_P2_Attack_Hit_N_Fwd_00_%_00_P3_115_R.xmot
287567	287586	C1-O2-P1 OFFENSE SCOPE	ElapsedMs=674525.652 | SourceAddress=E6F50010
287587	287616	OUTER_FRAME OFFENSE	ElapsedMs=674525.666 | Actor=PC_Hero | Source=It_1H_Longsword_01 | SourceAddress=E6F50010 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | CurrentAction=1 | CurrentStateTime=0.255307
287617	287641	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=674606.239 | Actor=ReddockOrcScout02 | CurrentAction=10 | CurrentStateTime=0.624896
287642	287666	MARKER OWNERSHIP DECISION	ElapsedMs=674606.349 | Actor=ReddockOrcScout02 | CurrentMovementAni=Orc_Parade_None_2H_P0_WhirlAttack_Hit_N_Fwd_00_%_00_P0_150_R.xmot
287667	287691	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=674647.585 | Actor=ReddockOrcScout02 | CurrentAction=0 | CurrentStateTime=0.000000
287692	287717	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=674810.312 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentMovementAni=Hero_Stand_Shield_1H_P2_Attack_Hit_N_Fwd_00_%_00_P3_115_R.xmot
287718	287741	HIT STARTRECOVER BEGIN STACK	ElapsedMs=674810.379 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentStateTime=0.540278 | CurrentMovementAni=Hero_Stand_Shield_1H_P2_Attack_Hit_N_Fwd_00_%_00_P3_115_R.xmot
287742	287766	PRIMARYFIRST StopMotion	ElapsedMs=674810.430
287767	287793	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=674810.453 | Actor=PC_Hero
287794	287818	PRIMARYFIRST PlayMotion	ElapsedMs=674810.453
287819	287844	COMBATMOVE STARTRECOVER END	ElapsedMs=674810.524 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Stand_Shield_1H_P2_Attack_Hit_N_Fwd_00_%_00_P3_115_R.xmot
287845	287861	C1 CLEANUP FULFILLED	ElapsedMs=674810.580 | Actor=PC_Hero | Generation=566 | Status=PERSISTED | Source=It_1H_Longsword_01 | SourceAddress=E6F50010 | ActualGroup=5 | PhysicalCollisionChanged=0
287862	287888	ENGINE SetCollisionGroup	ElapsedMs=674810.594 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=1 | PlayerAniPhase=3 | PlayerStateTime=0.540278 | PlayerCurrentMovementAni=Hero_Stand_Shield_1H_P2_Attack_Hit_N_Fwd_00_%_00_P3_115_R.xmot
287889	287909	NATIVE CLEANUP CALL SITE	ElapsedMs=674810.612 | Source=It_1H_Longsword_01 | SourceAddress=E6F50010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
287910	287939	OUTER_FRAME CLEANUP	ElapsedMs=674810.633 | Actor=PC_Hero | Source=It_1H_Longsword_01 | SourceAddress=E6F50010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=1 | CurrentStateTime=0.540278
287940	287979	AISETSTATE CALLSITE	ElapsedMs=674810.663 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentStateTime=0.540278 | CurrentMovementAni=Hero_Stand_Shield_1H_P2_Attack_Hit_N_Fwd_00_%_00_P3_115_R.xmot
287980	288004	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=674810.701 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.540278
288005	288039	C1 FINALIZATION	ElapsedMs=674810.722 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=566 | Status=PERSISTED | PhysicalCollisionChanged=0
288040	288064	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=674810.748 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
288065	288089	PRIMARYFIRST StopMotion	ElapsedMs=675571.148
288090	288114	PRIMARYFIRST StopMotion	ElapsedMs=675583.166
288115	288141	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=675583.217 | Actor=PC_Hero
288142	288166	PRIMARYFIRST PlayMotion	ElapsedMs=675583.216
288167	288191	PRIMARYFIRST StopMotion	ElapsedMs=675764.327
288192	288218	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=675764.378 | Actor=PC_Hero
288219	288243	PRIMARYFIRST PlayMotion	ElapsedMs=675764.377
288244	288283	AISETSTATE CALLSITE	ElapsedMs=675902.703 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=8 | CurrentStateTime=1.079935 | CurrentMovementAni=Hero_Stand_Shield_1H_P1_Move_Walk_N_Fwd_00_%_00_P1_160.xmot
288284	288308	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=675902.771 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=1.079935
288309	288333	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=675902.793 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
288334	288373	AISETSTATE CALLSITE	ElapsedMs=675915.482 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=8 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_Shield_1H_P1_Move_Walk_N_Fwd_00_%_00_P1_160.xmot
288374	288398	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=675915.555 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
288399	288423	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=675915.577 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
288424	288448	PRIMARYFIRST StopMotion	ElapsedMs=675927.814
288449	288473	PRIMARYFIRST StopMotion	ElapsedMs=675927.979
288474	288500	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=675928.025 | Actor=PC_Hero
288501	288525	PRIMARYFIRST PlayMotion	ElapsedMs=675928.024
288526	288552	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=675956.033 | Actor=PC_Hero
288553	288577	PRIMARYFIRST PlayMotion	ElapsedMs=675956.031
