StartLine	EndLine	Event	SelectedFields
133786	133825	AISETSTATE CALLSITE	ElapsedMs=380974.532 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_None_P0_Ambient_Loop_N_Fwd_00_%_02_P0_0.xmot
133826	133850	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=380974.597 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
133851	133875	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=380974.621 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
133876	133900	PRIMARYFIRST StopMotion	ElapsedMs=381898.067
133901	133927	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=381898.108 | Actor=PC_Hero
133928	133952	PRIMARYFIRST PlayMotion	ElapsedMs=381898.107
133953	133977	PRIMARYFIRST StopMotion	ElapsedMs=382258.477
133978	134004	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=382258.519 | Actor=PC_Hero
134005	134029	PRIMARYFIRST PlayMotion	ElapsedMs=382258.518
134030	134069	AISETSTATE CALLSITE	ElapsedMs=382661.123 | Actor=PC_Hero | CurrentAction=68 | CurrentAniPhase=6 | CurrentStateTime=0.770965 | CurrentMovementAni=Hero_Stand_Shield_1H_P0_Hold_End_N_Fwd_00_%_00_P0_0.xmot
134070	134094	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=382661.195 | Actor=PC_Hero | CurrentAction=68 | CurrentStateTime=0.770965
134095	134119	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=382661.222 | Actor=PC_Hero | CurrentAction=68 | CurrentStateTime=0.000000
134120	134159	AISETSTATE CALLSITE	ElapsedMs=382840.738 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=6 | CurrentStateTime=0.164971 | CurrentMovementAni=Hero_Stand_Shield_1H_P0_Hold_End_N_Fwd_00_%_00_P0_0.xmot
134160	134184	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=382840.806 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.164971
134185	134209	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=382840.829 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
134210	134231	C1 LIFECYCLE START	ElapsedMs=382853.204 | Actor=PC_Hero | Generation=161 | Status=CANDIDATE | PhysicalCollisionChanged=0
134232	134245	C1-O2 OUTER BINDING	ElapsedMs=382853.243 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=161 | Status=CANDIDATE | PhysicalCollisionChanged=0
134246	134270	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=382853.259 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
134271	134295	PRIMARYFIRST StopMotion	ElapsedMs=382856.560
134296	134328	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=382856.591 | Actor=PC_Hero
134329	134353	PRIMARYFIRST PlayMotion	ElapsedMs=382856.590
134354	134364	C1 LIFECYCLE STATUS	ElapsedMs=382856.688 | Event=PERSISTED | Actor=PC_Hero | Generation=161 | Status=PERSISTED | PhysicalCollisionChanged=0
134365	134393	MARKER OWNERSHIP DECISION	ElapsedMs=382856.705 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_Shield_1H_P0_Attack_Hit_N_Fwd_00_%_00_P1_118_R.xmot
134394	134410	C1 OFFENSE REQUEST	ElapsedMs=383107.469 | Actor=PC_Hero | Generation=161 | Status=PERSISTED | Source=It_1H_Sword_Rust_01 | SourceAddress=E6EF0E10 | ActualGroup=7 | PhysicalCollisionChanged=0
