StartLine	EndLine	Event	SelectedFields
156113	156137	PRIMARYFIRST PlayMotion	ElapsedMs=440441.879
156138	156162	PRIMARYFIRST StopMotion	ElapsedMs=449354.525
156163	156187	PRIMARYFIRST StopMotion	ElapsedMs=449354.609
156188	156214	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=449354.635 | Actor=PC_Hero
156215	156239	PRIMARYFIRST PlayMotion	ElapsedMs=449354.634
156240	156264	PRIMARYFIRST StopMotion	ElapsedMs=449504.624
156265	156291	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=449504.726 | Actor=PC_Hero
156292	156316	PRIMARYFIRST PlayMotion	ElapsedMs=449504.725
156317	156356	AISETSTATE CALLSITE	ElapsedMs=450011.628 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=8 | CurrentStateTime=17.781143 | CurrentMovementAni=Hero_Stand_None_Staff_P0_Move_Walk_N_Fwd_00_%_00_P0_160.xmot
156357	156381	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=450011.697 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=17.781143
156382	156406	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=450011.724 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
156407	156423	C1 LIFECYCLE START	ElapsedMs=450024.364 | Actor=PC_Hero | Generation=191 | Status=CANDIDATE | PhysicalCollisionChanged=0
156424	156437	C1-O2 OUTER BINDING	ElapsedMs=450024.394 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=191 | Status=CANDIDATE | PhysicalCollisionChanged=0
156438	156462	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=450024.406 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
156463	156487	PRIMARYFIRST StopMotion	ElapsedMs=450024.444
156488	156520	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=450024.470 | Actor=PC_Hero
156521	156545	PRIMARYFIRST PlayMotion	ElapsedMs=450024.468
