StartLine	EndLine	Event	SelectedFields
357251	357290	AISETSTATE CALLSITE	ElapsedMs=883488.760 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=3 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Hit_N_Fwd_00_%_00_P0_90_L.xmot
357291	357315	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=883488.798 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
357316	357340	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=883488.819 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
357341	357365	PRIMARYFIRST StopMotion	ElapsedMs=883500.881
357366	357390	PRIMARYFIRST StopMotion	ElapsedMs=883500.935
357391	357417	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=883500.962 | Actor=PC_Hero
357418	357442	PRIMARYFIRST PlayMotion	ElapsedMs=883500.961
357443	357459	C1 LIFECYCLE START	ElapsedMs=883501.097 | Actor=PC_Hero | Generation=722 | Status=CANDIDATE | PhysicalCollisionChanged=0
357460	357473	C1-O2 OUTER BINDING	ElapsedMs=883501.116 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=722 | Status=CANDIDATE | PhysicalCollisionChanged=0
357474	357498	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=883501.129 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
357499	357523	PRIMARYFIRST StopMotion	ElapsedMs=883501.206
357524	357556	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=883501.231 | Actor=PC_Hero
357557	357581	PRIMARYFIRST PlayMotion	ElapsedMs=883501.230
357582	357592	C1 LIFECYCLE STATUS	ElapsedMs=883501.321 | Event=PERSISTED | Actor=PC_Hero | Generation=722 | Status=PERSISTED | PhysicalCollisionChanged=0
357593	357617	MARKER OWNERSHIP DECISION	ElapsedMs=883501.338 | Actor=PC_Hero | CurrentMovementAni=Hero_Stand_None_2H_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
357618	357662	AIFULLSTOP CALLSITE	ElapsedMs=883528.779 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentStateTime=0.036997 | CurrentMovementAni=Hero_Stand_None_2H_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
357663	357700	COMBATMOVE FULLSTOP STACK	ElapsedMs=883528.851 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentStateTime=0.036997 | CurrentMovementAni=Hero_Stand_None_2H_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
357701	357717	C1 LIFECYCLE START	ElapsedMs=883538.868 | Actor=PC_Hero | Generation=723 | Status=CANDIDATE | PhysicalCollisionChanged=0
357718	357731	C1-O2 OUTER BINDING	ElapsedMs=883538.897 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=723 | Status=CANDIDATE | PhysicalCollisionChanged=0
357732	357756	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=883538.908 | Actor=PC_Hero | CurrentAction=26 | CurrentStateTime=0.000000
357757	357781	PRIMARYFIRST StopMotion	ElapsedMs=883540.432
357782	357814	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=883540.462 | Actor=PC_Hero
357815	357839	PRIMARYFIRST PlayMotion	ElapsedMs=883540.462
357840	357850	C1 LIFECYCLE STATUS	ElapsedMs=883540.555 | Event=PERSISTED | Actor=PC_Hero | Generation=723 | Status=PERSISTED | PhysicalCollisionChanged=0
357851	357877	ENGINE SetCollisionGroup	ElapsedMs=883687.014 | RequestedGroup=6 | BeforeGroup=7 | AfterGroup=6 | PlayerAction=26 | PlayerAniPhase=1 | PlayerStateTime=0.158974 | PlayerCurrentMovementAni=Hero_Stand_None_2H_P0_StumbleR_Hit_N_Fwd_00_%_00_P1_100.xmot
357878	357904	ENGINE SetCollisionGroup	ElapsedMs=883827.085 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=26 | PlayerAniPhase=1 | PlayerStateTime=0.288931 | PlayerCurrentMovementAni=Hero_Stand_None_2H_P0_StumbleR_Hit_N_Fwd_00_%_00_P1_100.xmot
357905	357927	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=883854.875 | Actor=PC_Hero | CurrentAction=26 | CurrentAniPhase=1 | CurrentMovementAni=Hero_Stand_None_2H_P0_StumbleR_Hit_N_Fwd_00_%_00_P1_100.xmot
357928	357952	PRIMARYFIRST StopMotion	ElapsedMs=883855.389
357953	357979	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=883855.420 | Actor=PC_Hero
357980	358004	PRIMARYFIRST PlayMotion	ElapsedMs=883855.419
358005	358027	COMBATMOVE STARTRECOVER END	ElapsedMs=883855.494 | Actor=PC_Hero | CurrentAction=26 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Stand_None_2H_P0_StumbleR_Hit_N_Fwd_00_%_00_P1_100.xmot
358028	358067	AISETSTATE CALLSITE	ElapsedMs=883855.550 | Actor=PC_Hero | CurrentAction=26 | CurrentAniPhase=3 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_2H_P0_StumbleR_Hit_N_Fwd_00_%_00_P1_100.xmot
358068	358092	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=883855.588 | Actor=PC_Hero | CurrentAction=26 | CurrentStateTime=0.000000
358093	358115	C1 FINALIZATION	ElapsedMs=883855.610 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=723 | Status=PERSISTED | PhysicalCollisionChanged=0
358116	358140	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=883855.629 | Actor=PC_Hero | CurrentAction=26 | CurrentStateTime=0.000000
358141	358165	PRIMARYFIRST StopMotion	ElapsedMs=883866.323
358166	358190	PRIMARYFIRST StopMotion	ElapsedMs=883866.376
358191	358217	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=883866.401 | Actor=PC_Hero
