StartLine	EndLine	Event	SelectedFields
312741	312767	ENGINE SetCollisionGroup	ElapsedMs=749300.214 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=1 | PlayerAniPhase=1 | PlayerStateTime=0.251971 | PlayerCurrentMovementAni=Hero_Stand_None_2H_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
312768	312787	C1-O2-P1 OFFENSE SCOPE	ElapsedMs=749300.237 | SourceAddress=E6F50010
312788	312817	OUTER_FRAME OFFENSE	ElapsedMs=749300.251 | Actor=PC_Hero | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | CurrentAction=1 | CurrentStateTime=0.251971
312818	312842	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=749575.499 | Actor=It_2H_Sword_Flamberge | CurrentAction=0 | CurrentStateTime=0.000000
312843	312867	PRIMARYFIRST StopMotion	ElapsedMs=749575.559
312868	312900	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=749575.589 | Actor=PC_Hero
312901	312925	PRIMARYFIRST PlayMotion	ElapsedMs=749575.588
312926	312948	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=750208.730 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Recover_N_Fwd_00_%_00_P1_0_R.xmot
312949	312973	PRIMARYFIRST StopMotion	ElapsedMs=750208.831
312974	313000	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=750208.862 | Actor=PC_Hero
313001	313025	PRIMARYFIRST PlayMotion	ElapsedMs=750208.861
313026	313048	COMBATMOVE STARTRECOVER END	ElapsedMs=750208.941 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Recover_N_Fwd_00_%_00_P1_0_R.xmot
313049	313065	C1 CLEANUP FULFILLED	ElapsedMs=750208.995 | Actor=PC_Hero | Generation=605 | Status=PERSISTED | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | ActualGroup=5 | PhysicalCollisionChanged=0
313066	313092	ENGINE SetCollisionGroup	ElapsedMs=750209.010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=1 | PlayerAniPhase=3 | PlayerStateTime=1.159952 | PlayerCurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Recover_N_Fwd_00_%_00_P1_0_R.xmot
313093	313113	NATIVE CLEANUP CALL SITE	ElapsedMs=750209.029 | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
313114	313143	OUTER_FRAME CLEANUP	ElapsedMs=750209.053 | Actor=PC_Hero | Source=It_2H_Sword_Flamberge | SourceAddress=E6F50010 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=1 | CurrentStateTime=1.159952
313144	313183	AISETSTATE CALLSITE	ElapsedMs=750209.132 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentStateTime=1.159952 | CurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Recover_N_Fwd_00_%_00_P1_0_R.xmot
313184	313208	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=750209.174 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=1.159952
313209	313231	C1 FINALIZATION	ElapsedMs=750209.196 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=605 | Status=PERSISTED | PhysicalCollisionChanged=0
313232	313256	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=750209.216 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
313257	313281	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=750209.910 | Actor=NPC_Fulton | CurrentAction=5 | CurrentStateTime=0.000000
313282	313306	MARKER OWNERSHIP DECISION	ElapsedMs=750213.383 | Actor=NPC_Fulton | CurrentMovementAni=Hero_Stand_None_Staff_P0_QuickAttackL_Hit_N_Fwd_00_%_00_P1_90_L.xmot
313307	313333	ENGINE SetCollisionGroup	ElapsedMs=750310.391 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=0 | PlayerAniPhase=3 | PlayerStateTime=0.101982 | PlayerCurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Recover_N_Fwd_00_%_00_P1_0_R.xmot
313334	313378	AIFULLSTOP CALLSITE	ElapsedMs=750349.859 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=3 | CurrentStateTime=0.136981 | CurrentMovementAni=Hero_Stand_None_2H_P1_Attack_Recover_N_Fwd_00_%_00_P1_0_R.xmot
313379	313395	C1 LIFECYCLE START	ElapsedMs=750362.239 | Actor=PC_Hero | Generation=609 | Status=CANDIDATE | PhysicalCollisionChanged=0
313396	313409	C1-O2 OUTER BINDING	ElapsedMs=750362.269 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=609 | Status=CANDIDATE | PhysicalCollisionChanged=0
313410	313434	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=750362.280 | Actor=PC_Hero | CurrentAction=26 | CurrentStateTime=0.000000
313435	313459	PRIMARYFIRST StopMotion	ElapsedMs=750362.316
313460	313492	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=750362.340 | Actor=PC_Hero
313493	313517	PRIMARYFIRST PlayMotion	ElapsedMs=750362.339
313518	313528	C1 LIFECYCLE STATUS	ElapsedMs=750362.434 | Event=PERSISTED | Actor=PC_Hero | Generation=609 | Status=PERSISTED | PhysicalCollisionChanged=0
313529	313551	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=750676.098 | Actor=PC_Hero | CurrentAction=26 | CurrentAniPhase=1 | CurrentMovementAni=Hero_Stand_None_2H_P1_StumbleL_Hit_N_Back_00_%_00_P11_90.xmot
313552	313576	PRIMARYFIRST StopMotion	ElapsedMs=750676.176
313577	313603	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=750676.204 | Actor=PC_Hero
313604	313628	PRIMARYFIRST PlayMotion	ElapsedMs=750676.203
313629	313651	COMBATMOVE STARTRECOVER END	ElapsedMs=750676.285 | Actor=PC_Hero | CurrentAction=26 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Stand_None_2H_P1_StumbleL_Hit_N_Back_00_%_00_P11_90.xmot
313652	313691	AISETSTATE CALLSITE	ElapsedMs=750676.344 | Actor=PC_Hero | CurrentAction=26 | CurrentAniPhase=3 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_2H_P1_StumbleL_Hit_N_Back_00_%_00_P11_90.xmot
313692	313716	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=750676.391 | Actor=PC_Hero | CurrentAction=26 | CurrentStateTime=0.000000
313717	313739	C1 FINALIZATION	ElapsedMs=750676.412 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=609 | Status=PERSISTED | PhysicalCollisionChanged=0
313740	313764	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=750676.435 | Actor=PC_Hero | CurrentAction=26 | CurrentStateTime=0.000000
