StartLine	EndLine	Event	SelectedFields
218005	218029	PRIMARYFIRST StopMotion	ElapsedMs=555534.283
218030	218056	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=555534.335 | Actor=PC_Hero
218057	218081	PRIMARYFIRST PlayMotion	ElapsedMs=555534.334
218082	218106	PRIMARYFIRST StopMotion	ElapsedMs=556737.680
218107	218133	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=556737.727 | Actor=PC_Hero
218134	218158	PRIMARYFIRST PlayMotion	ElapsedMs=556737.725
218159	218183	PRIMARYFIRST StopMotion	ElapsedMs=557036.074
218184	218208	PRIMARYFIRST StopMotion	ElapsedMs=557036.125
218209	218235	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=557036.150 | Actor=PC_Hero
218236	218260	PRIMARYFIRST PlayMotion	ElapsedMs=557036.149
218261	218285	PRIMARYFIRST StopMotion	ElapsedMs=557211.426
218286	218310	PRIMARYFIRST StopMotion	ElapsedMs=557211.482
218311	218337	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=557211.511 | Actor=PC_Hero
218338	218362	PRIMARYFIRST PlayMotion	ElapsedMs=557211.509
218363	218402	AISETSTATE CALLSITE	ElapsedMs=557392.020 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=8 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_None_P0_Move_Walk_N_Fwd_00_%_00_P0_160.xmot
218403	218427	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=557392.092 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
218428	218452	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=557392.118 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
218453	218477	PRIMARYFIRST StopMotion	ElapsedMs=558092.377
218478	218504	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=558092.428 | Actor=PC_Hero
218505	218529	PRIMARYFIRST PlayMotion	ElapsedMs=558092.427
218530	218554	PRIMARYFIRST StopMotion	ElapsedMs=558102.762
218555	218581	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=558102.818 | Actor=PC_Hero
