StartLine	EndLine	Event	SelectedFields
89082	89121	AISETSTATE CALLSITE	ElapsedMs=257096.435 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.651971 | CurrentMovementAni=Hero_Stand_Torch_1H_P0_Ambient_Loop_N_Fwd_00_%_00_P0_0.xmot
89122	89146	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=257096.509 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.651971
89147	89171	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=257096.532 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
89172	89211	AISETSTATE CALLSITE	ElapsedMs=257106.873 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_Torch_1H_P0_Ambient_Loop_N_Fwd_00_%_00_P0_0.xmot
89212	89236	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=257106.946 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
89237	89261	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=257106.970 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
89262	89288	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=257149.178 | Actor=PC_Hero
89289	89313	PRIMARYFIRST PlayMotion	ElapsedMs=257149.176
89314	89353	AISETSTATE CALLSITE	ElapsedMs=259345.399 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=5 | CurrentStateTime=2.230898 | CurrentMovementAni=Hero_Parade_Torch_1H_P0_Ambient_Loop_N_Fwd_00_%_00_P0_0.xmot
89354	89378	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=259345.472 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=2.230898
89379	89403	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=259345.497 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
89404	89425	C1 LIFECYCLE START	ElapsedMs=259355.133 | Actor=PC_Hero | Generation=108 | Status=CANDIDATE | PhysicalCollisionChanged=0
89426	89439	C1-O2 OUTER BINDING	ElapsedMs=259355.170 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=108 | Status=CANDIDATE | PhysicalCollisionChanged=0
89440	89464	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=259355.181 | Actor=PC_Hero | CurrentAction=11 | CurrentStateTime=0.000000
89465	89489	PRIMARYFIRST StopMotion	ElapsedMs=259355.218
89490	89522	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=259355.246 | Actor=PC_Hero
89523	89547	PRIMARYFIRST PlayMotion	ElapsedMs=259355.245
89548	89558	C1 LIFECYCLE STATUS	ElapsedMs=259355.336 | Event=PERSISTED | Actor=PC_Hero | Generation=108 | Status=PERSISTED | PhysicalCollisionChanged=0
