StartLine	EndLine	Event	SelectedFields
378060	378084	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=907306.017 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
378085	378128	AIFULLSTOP CALLSITE	ElapsedMs=907312.798 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=3 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_2H_P0_StumbleR_Recover_N_Back_00_%_00_P0_0.xmot
378129	378169	AISETSTATE CALLSITE	ElapsedMs=907312.879 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=3 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_2H_P0_StumbleR_Recover_N_Back_00_%_00_P0_0.xmot
378170	378194	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=907312.937 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
378195	378219	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=907312.960 | Actor=PC_Hero | CurrentAction=0 | CurrentStateTime=0.000000
378220	378236	C1 LIFECYCLE START	ElapsedMs=907317.251 | Actor=PC_Hero | Generation=772 | Status=CANDIDATE | PhysicalCollisionChanged=0
378237	378250	C1-O2 OUTER BINDING	ElapsedMs=907317.286 | Event=COMBAT_MOVE_CANDIDATE_BOUND | Actor=PC_Hero | Generation=772 | Status=CANDIDATE | PhysicalCollisionChanged=0
378251	378275	OUTER_FRAME COMBAT_MOVE_INITIAL	ElapsedMs=907317.298 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
378276	378300	PRIMARYFIRST StopMotion	ElapsedMs=907317.335
378301	378333	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=907317.360 | Actor=PC_Hero
378334	378358	PRIMARYFIRST PlayMotion	ElapsedMs=907317.358
378359	378369	C1 LIFECYCLE STATUS	ElapsedMs=907317.589 | Event=PERSISTED | Actor=PC_Hero | Generation=772 | Status=PERSISTED | PhysicalCollisionChanged=0
378370	378386	C1 OFFENSE REQUEST	ElapsedMs=907573.523 | Actor=PC_Hero | Generation=772 | Status=PERSISTED | Source=It_2H_Sword_Flamberge | SourceAddress=BF7F0810 | ActualGroup=7 | PhysicalCollisionChanged=0
378387	378413	ENGINE SetCollisionGroup	ElapsedMs=907573.556 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | PlayerAction=1 | PlayerAniPhase=1 | PlayerStateTime=0.256976 | PlayerCurrentMovementAni=Hero_Stand_None_2H_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
378414	378433	C1-O2-P1 OFFENSE SCOPE	ElapsedMs=907573.581 | SourceAddress=BF7F0810
378434	378463	OUTER_FRAME OFFENSE	ElapsedMs=907573.595 | Actor=PC_Hero | Source=It_2H_Sword_Flamberge | SourceAddress=BF7F0810 | RequestedGroup=7 | BeforeGroup=5 | AfterGroup=7 | CurrentAction=1 | CurrentStateTime=0.256976
378464	378486	COMBATMOVE STARTRECOVER BEGIN	ElapsedMs=908069.129 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentMovementAni=Hero_Stand_None_2H_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
378487	378510	HIT STARTRECOVER BEGIN STACK	ElapsedMs=908069.177 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=1 | CurrentStateTime=0.750948 | CurrentMovementAni=Hero_Stand_None_2H_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
378511	378535	PRIMARYFIRST StopMotion	ElapsedMs=908069.235
378536	378562	EMPTY-PRIMARY SUCCESSOR STACK	ElapsedMs=908069.260 | Actor=PC_Hero
378563	378587	PRIMARYFIRST PlayMotion	ElapsedMs=908069.259
378588	378610	COMBATMOVE STARTRECOVER END	ElapsedMs=908069.328 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentMovementAni=Hero_Stand_None_2H_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
378611	378627	C1 CLEANUP FULFILLED	ElapsedMs=908069.384 | Actor=PC_Hero | Generation=772 | Status=PERSISTED | Source=It_2H_Sword_Flamberge | SourceAddress=BF7F0810 | ActualGroup=5 | PhysicalCollisionChanged=0
378628	378654	ENGINE SetCollisionGroup	ElapsedMs=908069.401 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | PlayerAction=1 | PlayerAniPhase=3 | PlayerStateTime=0.750948 | PlayerCurrentMovementAni=Hero_Stand_None_2H_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
378655	378675	NATIVE CLEANUP CALL SITE	ElapsedMs=908069.421 | Source=It_2H_Sword_Flamberge | SourceAddress=BF7F0810 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5
378676	378705	OUTER_FRAME CLEANUP	ElapsedMs=908069.443 | Actor=PC_Hero | Source=It_2H_Sword_Flamberge | SourceAddress=BF7F0810 | RequestedGroup=5 | BeforeGroup=7 | AfterGroup=5 | CurrentAction=1 | CurrentStateTime=0.750948
378706	378745	AISETSTATE CALLSITE	ElapsedMs=908069.490 | Actor=PC_Hero | CurrentAction=1 | CurrentAniPhase=3 | CurrentStateTime=0.750948 | CurrentMovementAni=Hero_Stand_None_2H_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
378746	378770	OUTER_FRAME AI_SET_STATE_BEFORE	ElapsedMs=908069.556 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.750948
378771	378793	C1 FINALIZATION	ElapsedMs=908069.592 | Reason=AISETSTATE_AFTER_ORIGINAL | Actor=PC_Hero | Generation=772 | Status=PERSISTED | PhysicalCollisionChanged=0
378794	378818	OUTER_FRAME AI_SET_STATE_AFTER	ElapsedMs=908069.613 | Actor=PC_Hero | CurrentAction=1 | CurrentStateTime=0.000000
378819	378858	AISETSTATE CALLSITE	ElapsedMs=908069.693 | Actor=PC_Hero | CurrentAction=0 | CurrentAniPhase=3 | CurrentStateTime=0.000000 | CurrentMovementAni=Hero_Stand_None_2H_P0_Attack_Hit_N_Fwd_00_%_00_P1_90_R.xmot
